Error(cP),Viscosity(cP),molar ratio of DES (mol/mol),mole fraction of water (mol/mol),temperature (K),DOI
NG,151,0,0.686777537,263.15,10.1021/je101164q
NG,58.1,0,0.773280712,263.15,10.1021/je101164q
NG,24.4,0,0.836383452,263.15,10.1021/je101164q
NG,14.4,0,0.884630163,263.15,10.1021/je101164q
NG,419,0,0.561216406,268.15,10.1021/je101164q
NG,110,0,0.686777537,268.15,10.1021/je101164q
NG,41.6,0,0.773280712,268.15,10.1021/je101164q
NG,18.8,0,0.836383452,268.15,10.1021/je101164q
NG,10.3,0,0.884630163,268.15,10.1021/je101164q
NG,6.5,0,0.922646438,268.15,10.1021/je101164q
NG,255,0,0.561216406,273.15,10.1021/je101164q
NG,76,0,0.686777537,273.15,10.1021/je101164q
NG,12070,0,0,273.15,10.1021/je101164q
NG,1310,0,0.362238175,273.15,10.1021/je101164q
NG,29.9,0,0.773134642,273.15,10.1021/je101164q
NG,14.6,0,0.836383452,273.15,10.1021/je101164q
NG,8.25,0,0.884630163,273.15,10.1021/je101164q
NG,5.14,0,0.922646438,273.15,10.1021/je101164q
NG,3.44,0,0.953374313,273.15,10.1021/je101164q
NG,2.44,0,0.978726419,273.15,10.1021/je101164q
