fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Mole fraction,doc_label,mole_fractions_rounded,"mole_fraction_1,2-ethanediol",mole_fraction_water,composition_temp_id,property_1_value,property_1_uncertainty,Mass ratio of solute to solvent,"mole_fraction_1,8-diaza-7-bicyclo[5.4.0]undecene",Pressure,mole_fraction_urea,mole_fraction_choline chloride,density_value,density_uncertainty,Solvent: Amount ratio of component to other component of binary solvent,mole_fraction_methanol,mole_fraction_glycerol,kinematicViscosity_value,kinematicViscosity_uncertainty,mole_fraction_carbon dioxide,viscosity_value,viscosity_uncertainty,Mass fraction,mole_fraction_propan-1-ol,mole_fraction_propanedioic acid,specificVolume_value,specificVolume_uncertainty,mole_fraction_ethanol,property_2_value,property_2_uncertainty,property_3_value,property_3_uncertainty,speedOfSound_value,speedOfSound_uncertainty
"['glycerol', 'choline chloride', 'water']",density,1180.3,2.4,313.15,"[0.667, 0.23299999999999998, 0.1]",f1470eda-8d36-41ee-a995-fd85cc546224,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'f1470eda-8d36-41ee-a995-fd85cc546224')",,,,,100.0,,0.233,1180.3,2.4,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1176.6,2.4,313.15,"[0.667, 0.1331, 0.1999]",cc8bc9d3-9d62-4fcc-ad8a-b27bf742a038,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'cc8bc9d3-9d62-4fcc-ad8a-b27bf742a038')",,,,,100.0,,0.133,1176.6,2.4,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1172.0,2.4,313.15,"[0.667, 0.03309999999999991, 0.2999]",29f1274c-c24a-44e2-833f-2be8ae217844,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '29f1274c-c24a-44e2-833f-2be8ae217844')",,,,,100.0,,0.033,1172.0,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1181.8,2.4,313.15,"[0.667, 0.23299999999999998, 0.1]",a5882b7c-2894-4f4d-94e9-5066cffecb27,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'a5882b7c-2894-4f4d-94e9-5066cffecb27')",,,,,5000.0,,0.233,1181.8,2.4,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1178.0,2.4,313.15,"[0.667, 0.1331, 0.1999]",4aca83e7-a6d2-4873-9f84-6008b0d65994,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '4aca83e7-a6d2-4873-9f84-6008b0d65994')",,,,,5000.0,,0.133,1178.0,2.4,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1173.4,2.4,313.15,"[0.667, 0.03309999999999991, 0.2999]",0c5b332c-f1b1-4ea4-864a-fd9b20f8e9ce,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '0c5b332c-f1b1-4ea4-864a-fd9b20f8e9ce')",,,,,5000.0,,0.033,1173.4,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1183.2,2.5,313.15,"[0.667, 0.23299999999999998, 0.1]",0e53f332-0baf-423b-829a-2c3a37bc1798,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '0e53f332-0baf-423b-829a-2c3a37bc1798')",,,,,10000.0,,0.233,1183.2,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1179.4,2.4,313.15,"[0.667, 0.1331, 0.1999]",7d21c696-d11a-4d64-af65-506ea49f0866,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '7d21c696-d11a-4d64-af65-506ea49f0866')",,,,,10000.0,,0.133,1179.4,2.4,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1174.8,2.4,313.15,"[0.667, 0.03309999999999991, 0.2999]",1a68dc72-0cad-4958-a2fd-9d7ff9c988d3,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '1a68dc72-0cad-4958-a2fd-9d7ff9c988d3')",,,,,10000.0,,0.033,1174.8,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1184.5,2.5,313.15,"[0.667, 0.23299999999999998, 0.1]",d9ea7829-fb85-44e0-8f4c-90c36a64bf4f,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'd9ea7829-fb85-44e0-8f4c-90c36a64bf4f')",,,,,15000.0,,0.233,1184.5,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1180.8,2.5,313.15,"[0.667, 0.1331, 0.1999]",2e9a3ef4-57f5-4b4d-bedd-0d1957524e64,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '2e9a3ef4-57f5-4b4d-bedd-0d1957524e64')",,,,,15000.0,,0.133,1180.8,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1176.2,2.4,313.15,"[0.667, 0.03309999999999991, 0.2999]",d17b5029-ba7e-4949-88ee-c6a5d7e2b671,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'd17b5029-ba7e-4949-88ee-c6a5d7e2b671')",,,,,15000.0,,0.033,1176.2,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1185.9,2.5,313.15,"[0.667, 0.23299999999999998, 0.1]",32c35d9d-6325-46b9-9162-6fafade7692b,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '32c35d9d-6325-46b9-9162-6fafade7692b')",,,,,20000.0,,0.233,1185.9,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1182.1,2.5,313.15,"[0.667, 0.1331, 0.1999]",93dd8b48-55fa-4798-8d1e-89f7f19345af,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '93dd8b48-55fa-4798-8d1e-89f7f19345af')",,,,,20000.0,,0.133,1182.1,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1177.5,2.5,313.15,"[0.667, 0.03309999999999991, 0.2999]",12d3400c-4f03-4d32-be72-fa3aada21a49,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '12d3400c-4f03-4d32-be72-fa3aada21a49')",,,,,20000.0,,0.033,1177.5,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1187.3,2.5,313.15,"[0.667, 0.23299999999999998, 0.1]",a0b13bb8-c5ec-458b-8271-1a019fb7064a,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'a0b13bb8-c5ec-458b-8271-1a019fb7064a')",,,,,25000.0,,0.233,1187.3,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1183.5,2.5,313.15,"[0.667, 0.1331, 0.1999]",d65eca71-103d-4f2a-8366-1c12a69c015f,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'd65eca71-103d-4f2a-8366-1c12a69c015f')",,,,,25000.0,,0.133,1183.5,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1178.9,2.5,313.15,"[0.667, 0.03309999999999991, 0.2999]",fcd3c117-180d-4cda-88dd-c46ba0a41ce1,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'fcd3c117-180d-4cda-88dd-c46ba0a41ce1')",,,,,25000.0,,0.033,1178.9,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1188.7,2.5,313.15,"[0.667, 0.23299999999999998, 0.1]",bb4c2df3-eee1-46c6-a3aa-a0becd725214,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'bb4c2df3-eee1-46c6-a3aa-a0becd725214')",,,,,30000.0,,0.233,1188.7,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1184.9,2.5,313.15,"[0.667, 0.1331, 0.1999]",12b1f4a3-b3c8-4478-a3f5-a9629ca94bab,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '12b1f4a3-b3c8-4478-a3f5-a9629ca94bab')",,,,,30000.0,,0.133,1184.9,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1180.3,2.5,313.15,"[0.667, 0.03309999999999991, 0.2999]",a8948881-aa88-4fd7-8b71-681f8a3f595a,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'a8948881-aa88-4fd7-8b71-681f8a3f595a')",,,,,30000.0,,0.033,1180.3,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1190.1,2.5,313.15,"[0.667, 0.23299999999999998, 0.1]",faa1a5ac-6535-4732-b6dd-e058bd8523ab,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'faa1a5ac-6535-4732-b6dd-e058bd8523ab')",,,,,35000.0,,0.233,1190.1,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1186.3,2.5,313.15,"[0.667, 0.1331, 0.1999]",afab4faa-4d2d-4c79-a43f-3c27b286ea27,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'afab4faa-4d2d-4c79-a43f-3c27b286ea27')",,,,,35000.0,,0.133,1186.3,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1181.7,2.5,313.15,"[0.667, 0.03309999999999991, 0.2999]",72d07220-4554-439a-bdb9-a966df9ad953,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '72d07220-4554-439a-bdb9-a966df9ad953')",,,,,35000.0,,0.033,1181.7,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1191.4,2.5,313.15,"[0.667, 0.23299999999999998, 0.1]",954d7b65-0db0-4027-aa74-c8dd1436a5f4,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '954d7b65-0db0-4027-aa74-c8dd1436a5f4')",,,,,40000.0,,0.233,1191.4,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1187.6,2.5,313.15,"[0.667, 0.1331, 0.1999]",28ad89e5-04df-4d78-a200-258edd4b2ed0,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '28ad89e5-04df-4d78-a200-258edd4b2ed0')",,,,,40000.0,,0.133,1187.6,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1183.0,2.5,313.15,"[0.667, 0.03309999999999991, 0.2999]",98fa235e-b9e3-4a7d-a14b-c743e1ddb3c0,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '98fa235e-b9e3-4a7d-a14b-c743e1ddb3c0')",,,,,40000.0,,0.033,1183.0,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1192.7,2.5,313.15,"[0.667, 0.23299999999999998, 0.1]",8177e7bd-70a6-49ea-bb99-44fbdbbcbcb1,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '8177e7bd-70a6-49ea-bb99-44fbdbbcbcb1')",,,,,45000.0,,0.233,1192.7,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1188.9,2.5,313.15,"[0.667, 0.1331, 0.1999]",082ca695-d4f4-4e83-93d6-a2f0d3818892,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '082ca695-d4f4-4e83-93d6-a2f0d3818892')",,,,,45000.0,,0.133,1188.9,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1184.3,2.5,313.15,"[0.667, 0.03309999999999991, 0.2999]",550db9ec-c178-4b58-9ac0-fc0b43f45ddc,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '550db9ec-c178-4b58-9ac0-fc0b43f45ddc')",,,,,45000.0,,0.033,1184.3,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1194.0,2.6,313.15,"[0.667, 0.23299999999999998, 0.1]",e57dba0a-156c-4648-a516-c43fe8fcd244,10.1016/j.fluid.2012.08.016,0.23299999999999998,313.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'e57dba0a-156c-4648-a516-c43fe8fcd244')",,,,,50000.0,,0.233,1194.0,2.6,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1190.2,2.6,313.15,"[0.667, 0.1331, 0.1999]",e46a8087-434c-4ec5-afc7-d5374bb5f99b,10.1016/j.fluid.2012.08.016,0.1331,313.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, 'e46a8087-434c-4ec5-afc7-d5374bb5f99b')",,,,,50000.0,,0.133,1190.2,2.6,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1185.6,2.5,313.15,"[0.667, 0.03309999999999991, 0.2999]",4dd03376-13f9-447c-bff8-da0a47f1b437,10.1016/j.fluid.2012.08.016,0.03309999999999991,313.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 313.15, '4dd03376-13f9-447c-bff8-da0a47f1b437')",,,,,50000.0,,0.033,1185.6,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1177.4,2.4,318.15,"[0.667, 0.23299999999999998, 0.1]",3c374bf6-95b6-4d3c-8656-571a5497d2ca,10.1016/j.fluid.2012.08.016,0.23299999999999998,318.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '3c374bf6-95b6-4d3c-8656-571a5497d2ca')",,,,,100.0,,0.233,1177.4,2.4,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1173.7,2.4,318.15,"[0.667, 0.1331, 0.1999]",52f3ebb3-1188-490c-b43b-cbc1c450197e,10.1016/j.fluid.2012.08.016,0.1331,318.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '52f3ebb3-1188-490c-b43b-cbc1c450197e')",,,,,100.0,,0.133,1173.7,2.4,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1169.1,2.4,318.15,"[0.667, 0.03309999999999991, 0.2999]",c0c50dfc-6e42-4d92-b2b5-f40e66b7b1ab,10.1016/j.fluid.2012.08.016,0.03309999999999991,318.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, 'c0c50dfc-6e42-4d92-b2b5-f40e66b7b1ab')",,,,,100.0,,0.033,1169.1,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1178.9,2.4,318.15,"[0.667, 0.23299999999999998, 0.1]",44832ae9-8e75-41cb-84f1-7ef97b31768c,10.1016/j.fluid.2012.08.016,0.23299999999999998,318.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '44832ae9-8e75-41cb-84f1-7ef97b31768c')",,,,,5000.0,,0.233,1178.9,2.4,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1175.1,2.4,318.15,"[0.667, 0.1331, 0.1999]",87fddc65-a3b0-4ad2-b444-6b61de776963,10.1016/j.fluid.2012.08.016,0.1331,318.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '87fddc65-a3b0-4ad2-b444-6b61de776963')",,,,,5000.0,,0.133,1175.1,2.4,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1170.5,2.4,318.15,"[0.667, 0.03309999999999991, 0.2999]",85985f3f-9c0a-4e85-b2a7-9f25246dbdca,10.1016/j.fluid.2012.08.016,0.03309999999999991,318.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '85985f3f-9c0a-4e85-b2a7-9f25246dbdca')",,,,,5000.0,,0.033,1170.5,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1180.4,2.4,318.15,"[0.667, 0.23299999999999998, 0.1]",fd28962e-26fb-4f77-a155-e377e00b90b0,10.1016/j.fluid.2012.08.016,0.23299999999999998,318.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, 'fd28962e-26fb-4f77-a155-e377e00b90b0')",,,,,10000.0,,0.233,1180.4,2.4,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1176.6,2.4,318.15,"[0.667, 0.1331, 0.1999]",9bd816f1-9deb-4bab-80f6-094d6c75b26b,10.1016/j.fluid.2012.08.016,0.1331,318.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '9bd816f1-9deb-4bab-80f6-094d6c75b26b')",,,,,10000.0,,0.133,1176.6,2.4,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1172.0,2.4,318.15,"[0.667, 0.03309999999999991, 0.2999]",89c2061c-879f-43f2-9d8f-10a80acc7743,10.1016/j.fluid.2012.08.016,0.03309999999999991,318.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '89c2061c-879f-43f2-9d8f-10a80acc7743')",,,,,10000.0,,0.033,1172.0,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1181.7,2.5,318.15,"[0.667, 0.23299999999999998, 0.1]",30526df2-48a6-4326-9ef3-43c68480d2fd,10.1016/j.fluid.2012.08.016,0.23299999999999998,318.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '30526df2-48a6-4326-9ef3-43c68480d2fd')",,,,,15000.0,,0.233,1181.7,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1178.0,2.4,318.15,"[0.667, 0.1331, 0.1999]",ae25cab7-5fbf-4286-83ae-71a5cb747540,10.1016/j.fluid.2012.08.016,0.1331,318.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, 'ae25cab7-5fbf-4286-83ae-71a5cb747540')",,,,,15000.0,,0.133,1178.0,2.4,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1173.4,2.4,318.15,"[0.667, 0.03309999999999991, 0.2999]",7ce21a7a-615d-4ffd-a62d-f89219f25d33,10.1016/j.fluid.2012.08.016,0.03309999999999991,318.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '7ce21a7a-615d-4ffd-a62d-f89219f25d33')",,,,,15000.0,,0.033,1173.4,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1183.1,2.5,318.15,"[0.667, 0.23299999999999998, 0.1]",71f7a765-c264-4125-bbc2-970eb140fa3b,10.1016/j.fluid.2012.08.016,0.23299999999999998,318.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '71f7a765-c264-4125-bbc2-970eb140fa3b')",,,,,20000.0,,0.233,1183.1,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1179.3,2.5,318.15,"[0.667, 0.1331, 0.1999]",a70b5986-70a1-4aaf-aead-5f78d954fc03,10.1016/j.fluid.2012.08.016,0.1331,318.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, 'a70b5986-70a1-4aaf-aead-5f78d954fc03')",,,,,20000.0,,0.133,1179.3,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1174.7,2.4,318.15,"[0.667, 0.03309999999999991, 0.2999]",e46a670f-3bc3-481c-b516-6d3701bc0d4d,10.1016/j.fluid.2012.08.016,0.03309999999999991,318.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, 'e46a670f-3bc3-481c-b516-6d3701bc0d4d')",,,,,20000.0,,0.033,1174.7,2.4,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1184.5,2.5,318.15,"[0.667, 0.23299999999999998, 0.1]",e9b1052e-4105-48e5-ad5b-0e4679fe5b4e,10.1016/j.fluid.2012.08.016,0.23299999999999998,318.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, 'e9b1052e-4105-48e5-ad5b-0e4679fe5b4e')",,,,,25000.0,,0.233,1184.5,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1180.7,2.5,318.15,"[0.667, 0.1331, 0.1999]",932f4701-eb9a-4ef4-a1bf-07cc2624d582,10.1016/j.fluid.2012.08.016,0.1331,318.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '932f4701-eb9a-4ef4-a1bf-07cc2624d582')",,,,,25000.0,,0.133,1180.7,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1176.1,2.5,318.15,"[0.667, 0.03309999999999991, 0.2999]",2125296a-fc78-40ad-accd-a6068b95adba,10.1016/j.fluid.2012.08.016,0.03309999999999991,318.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '2125296a-fc78-40ad-accd-a6068b95adba')",,,,,25000.0,,0.033,1176.1,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1185.9,2.5,318.15,"[0.667, 0.23299999999999998, 0.1]",ec4c8059-8336-4cf0-ba2f-24925cd784b7,10.1016/j.fluid.2012.08.016,0.23299999999999998,318.15,0.667,Document_1,"(0.667, 0.233, 0.1)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, 'ec4c8059-8336-4cf0-ba2f-24925cd784b7')",,,,,30000.0,,0.233,1185.9,2.5,2.9,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1182.1,2.5,318.15,"[0.667, 0.1331, 0.1999]",1da2a544-1ce2-468c-9e88-49a1c8b44469,10.1016/j.fluid.2012.08.016,0.1331,318.15,0.667,Document_1,"(0.667, 0.133, 0.2)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, '1da2a544-1ce2-468c-9e88-49a1c8b44469')",,,,,30000.0,,0.133,1182.1,2.5,5.0,,0.667,,,,,,,,,,,,,,,,,
"['glycerol', 'choline chloride', 'water']",density,1177.5,2.5,318.15,"[0.667, 0.03309999999999991, 0.2999]",aa95744c-88e3-4118-ac92-1e167bb51283,10.1016/j.fluid.2012.08.016,0.03309999999999991,318.15,0.667,Document_1,"(0.667, 0.033, 0.3)",,,"(('choline chloride', 'glycerol', 'water'), 318.15, 'aa95744c-88e3-4118-ac92-1e167bb51283')",,,,,30000.0,,0.033,1177.5,2.5,20.2,,0.667,,,,,,,,,,,,,,,,,
