fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Mole fraction,doc_label,mole_fractions_rounded,"mole_fraction_1,2-ethanediol",mole_fraction_water,composition_temp_id,property_1_value,property_1_uncertainty,Mass ratio of solute to solvent,"mole_fraction_1,8-diaza-7-bicyclo[5.4.0]undecene",Pressure,mole_fraction_urea,mole_fraction_choline chloride,density_value,density_uncertainty,Solvent: Amount ratio of component to other component of binary solvent,mole_fraction_methanol,mole_fraction_glycerol,kinematicViscosity_value,kinematicViscosity_uncertainty,mole_fraction_carbon dioxide,viscosity_value,viscosity_uncertainty,Mass fraction,mole_fraction_propan-1-ol,mole_fraction_propanedioic acid,specificVolume_value,specificVolume_uncertainty,mole_fraction_ethanol,property_2_value,property_2_uncertainty,property_3_value,property_3_uncertainty,speedOfSound_value,speedOfSound_uncertainty
"['glycerol', 'water']",density,1192.55,0.17,308.15,"[0.40118, 0.59882]",c6d77ad1-dcdf-455d-881c-bd2bc0f00ad0,10.1016/j.tca.2013.07.012,0.59882,308.15,,Document_1,"(0.401, 0.599)",,,"(('glycerol', 'water'), 308.15, 'c6d77ad1-dcdf-455d-881c-bd2bc0f00ad0')",,,,,101.0,,,1192.55,0.17,,,0.401,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1207.7,0.17,308.15,"[0.49071, 0.50929]",5f4e7ece-b8f4-4c57-bcb5-91566e109c05,10.1016/j.tca.2013.07.012,0.50929,308.15,,Document_1,"(0.491, 0.509)",,,"(('glycerol', 'water'), 308.15, '5f4e7ece-b8f4-4c57-bcb5-91566e109c05')",,,,,101.0,,,1207.7,0.17,,,0.491,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1219.6,0.17,308.15,"[0.58282, 0.41718]",be8dd333-87f4-42aa-abc4-6c4047d7f327,10.1016/j.tca.2013.07.012,0.41718,308.15,,Document_1,"(0.583, 0.417)",,,"(('glycerol', 'water'), 308.15, 'be8dd333-87f4-42aa-abc4-6c4047d7f327')",,,,,101.0,,,1219.6,0.17,,,0.583,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1230.18,0.18,308.15,"[0.68566, 0.31433999999999995]",00a0d852-cded-4473-9b6f-019d5b017122,10.1016/j.tca.2013.07.012,0.31433999999999995,308.15,,Document_1,"(0.686, 0.314)",,,"(('glycerol', 'water'), 308.15, '00a0d852-cded-4473-9b6f-019d5b017122')",,,,,101.0,,,1230.18,0.18,,,0.686,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1235.6,0.18,308.15,"[0.74936, 0.25064]",580f353d-b805-4269-86ed-43b6bc2f3504,10.1016/j.tca.2013.07.012,0.25064,308.15,,Document_1,"(0.749, 0.251)",,,"(('glycerol', 'water'), 308.15, '580f353d-b805-4269-86ed-43b6bc2f3504')",,,,,101.0,,,1235.6,0.18,,,0.749,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1240.19,0.19,308.15,"[0.81008, 0.18991999999999998]",37ae30df-8fdd-44f3-9531-34a5846b5c08,10.1016/j.tca.2013.07.012,0.18991999999999998,308.15,,Document_1,"(0.81, 0.19)",,,"(('glycerol', 'water'), 308.15, '37ae30df-8fdd-44f3-9531-34a5846b5c08')",,,,,101.0,,,1240.19,0.19,,,0.81,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1243.15,0.2,308.15,"[0.85278, 0.14722000000000002]",ddb4f3fd-33dd-47e8-9321-7029f9234bfa,10.1016/j.tca.2013.07.012,0.14722000000000002,308.15,,Document_1,"(0.853, 0.147)",,,"(('glycerol', 'water'), 308.15, 'ddb4f3fd-33dd-47e8-9321-7029f9234bfa')",,,,,101.0,,,1243.15,0.2,,,0.853,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1245.07,0.2,308.15,"[0.88196, 0.11804000000000003]",ffe107d5-70f8-4d44-aa78-1fc5c4c50d5f,10.1016/j.tca.2013.07.012,0.11804000000000003,308.15,,Document_1,"(0.882, 0.118)",,,"(('glycerol', 'water'), 308.15, 'ffe107d5-70f8-4d44-aa78-1fc5c4c50d5f')",,,,,101.0,,,1245.07,0.2,,,0.882,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1247.06,0.2,308.15,"[0.91435, 0.08565]",522bea95-95d6-4e17-82d0-e3f7daf2f144,10.1016/j.tca.2013.07.012,0.08565,308.15,,Document_1,"(0.914, 0.086)",,,"(('glycerol', 'water'), 308.15, '522bea95-95d6-4e17-82d0-e3f7daf2f144')",,,,,101.0,,,1247.06,0.2,,,0.914,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1248.55,0.21,308.15,"[0.94078, 0.05922000000000005]",0ed5edad-ba74-4aaa-8282-4f9fc702d2a4,10.1016/j.tca.2013.07.012,0.05922000000000005,308.15,,Document_1,"(0.941, 0.059)",,,"(('glycerol', 'water'), 308.15, '0ed5edad-ba74-4aaa-8282-4f9fc702d2a4')",,,,,101.0,,,1248.55,0.21,,,0.941,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1249.47,0.21,308.15,"[0.95781, 0.04218999999999995]",1c8acc6b-d0f5-4cc0-b51d-840ff9f250b0,10.1016/j.tca.2013.07.012,0.04218999999999995,308.15,,Document_1,"(0.958, 0.042)",,,"(('glycerol', 'water'), 308.15, '1c8acc6b-d0f5-4cc0-b51d-840ff9f250b0')",,,,,101.0,,,1249.47,0.21,,,0.958,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1250.63,0.21,308.15,"[0.97917, 0.020830000000000015]",c1caaafd-49d4-42c0-9ffe-f6a69cb0f219,10.1016/j.tca.2013.07.012,0.020830000000000015,308.15,,Document_1,"(0.979, 0.021)",,,"(('glycerol', 'water'), 308.15, 'c1caaafd-49d4-42c0-9ffe-f6a69cb0f219')",,,,,101.0,,,1250.63,0.21,,,0.979,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1251.16,0.21,308.15,"[0.98945, 0.010549999999999948]",5b0369c2-cdc2-4c57-b6bb-e02d0b3fd2f8,10.1016/j.tca.2013.07.012,0.010549999999999948,308.15,,Document_1,"(0.989, 0.011)",,,"(('glycerol', 'water'), 308.15, '5b0369c2-cdc2-4c57-b6bb-e02d0b3fd2f8')",,,,,101.0,,,1251.16,0.21,,,0.989,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1251.66,0.22,308.15,"[1.0, 0.0]",e6554d2d-54a4-4994-8048-c744e6644bef,10.1016/j.tca.2013.07.012,0.0,308.15,,Document_1,"(1.0, 0.0)",,,"(('glycerol', 'water'), 308.15, 'e6554d2d-54a4-4994-8048-c744e6644bef')",,,,,101.0,,,1251.66,0.22,,,1.0,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,988.03,0.11,323.15,"[0.0, 1.0]",ead4b17c-d8bc-41e5-a1d0-78e8022a266a,10.1016/j.tca.2013.07.012,1.0,323.15,,Document_1,"(0.0, 1.0)",,,"(('glycerol', 'water'), 323.15, 'ead4b17c-d8bc-41e5-a1d0-78e8022a266a')",,,,,101.0,,,988.03,0.11,,,0.0,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,990.39,0.11,323.15,"[0.00209, 0.99791]",0f9d48f1-a88d-44bf-9c50-d36bfa38c1f1,10.1016/j.tca.2013.07.012,0.99791,323.15,,Document_1,"(0.002, 0.998)",,,"(('glycerol', 'water'), 323.15, '0f9d48f1-a88d-44bf-9c50-d36bfa38c1f1')",,,,,101.0,,,990.39,0.11,,,0.002,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,992.99,0.11,323.15,"[0.00439, 0.99561]",d6fc4590-a68f-49b8-9bda-4aed0d35cc6d,10.1016/j.tca.2013.07.012,0.99561,323.15,,Document_1,"(0.004, 0.996)",,,"(('glycerol', 'water'), 323.15, 'd6fc4590-a68f-49b8-9bda-4aed0d35cc6d')",,,,,101.0,,,992.99,0.11,,,0.004,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,993.77,0.11,323.15,"[0.0051, 0.9949]",6cf3cce9-87ca-46fc-b834-5bca57f397ad,10.1016/j.tca.2013.07.012,0.9949,323.15,,Document_1,"(0.005, 0.995)",,,"(('glycerol', 'water'), 323.15, '6cf3cce9-87ca-46fc-b834-5bca57f397ad')",,,,,101.0,,,993.77,0.11,,,0.005,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,995.4,0.11,323.15,"[0.00657, 0.99343]",e812be58-508a-469c-9168-9f9a45b69cad,10.1016/j.tca.2013.07.012,0.99343,323.15,,Document_1,"(0.007, 0.993)",,,"(('glycerol', 'water'), 323.15, 'e812be58-508a-469c-9168-9f9a45b69cad')",,,,,101.0,,,995.4,0.11,,,0.007,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,999.9,0.11,323.15,"[0.01072, 0.98928]",64b604ee-1b19-49ff-a7e3-4d2e6adb0af1,10.1016/j.tca.2013.07.012,0.98928,323.15,,Document_1,"(0.011, 0.989)",,,"(('glycerol', 'water'), 323.15, '64b604ee-1b19-49ff-a7e3-4d2e6adb0af1')",,,,,101.0,,,999.9,0.11,,,0.011,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1005.81,0.11,323.15,"[0.01633, 0.98367]",f5e99c4a-135e-4f02-9ded-391b3d402731,10.1016/j.tca.2013.07.012,0.98367,323.15,,Document_1,"(0.016, 0.984)",,,"(('glycerol', 'water'), 323.15, 'f5e99c4a-135e-4f02-9ded-391b3d402731')",,,,,101.0,,,1005.81,0.11,,,0.016,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1024.15,0.11,323.15,"[0.03504, 0.96496]",73a51bb3-e56e-479d-8fac-84fae249c921,10.1016/j.tca.2013.07.012,0.96496,323.15,,Document_1,"(0.035, 0.965)",,,"(('glycerol', 'water'), 323.15, '73a51bb3-e56e-479d-8fac-84fae249c921')",,,,,101.0,,,1024.15,0.11,,,0.035,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1038.23,0.12,323.15,"[0.05086, 0.94914]",378d9a58-bbe7-4a50-bf32-525586505b48,10.1016/j.tca.2013.07.012,0.94914,323.15,,Document_1,"(0.051, 0.949)",,,"(('glycerol', 'water'), 323.15, '378d9a58-bbe7-4a50-bf32-525586505b48')",,,,,101.0,,,1038.23,0.12,,,0.051,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1051.86,0.12,323.15,"[0.06775, 0.93225]",8e84743b-01ae-4d2f-ae60-cc7b2d73ea6e,10.1016/j.tca.2013.07.012,0.93225,323.15,,Document_1,"(0.068, 0.932)",,,"(('glycerol', 'water'), 323.15, '8e84743b-01ae-4d2f-ae60-cc7b2d73ea6e')",,,,,101.0,,,1051.86,0.12,,,0.068,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1082.82,0.14,323.15,"[0.11265, 0.88735]",96259552-864d-4fd6-8428-283cfd88e08a,10.1016/j.tca.2013.07.012,0.88735,323.15,,Document_1,"(0.113, 0.887)",,,"(('glycerol', 'water'), 323.15, '96259552-864d-4fd6-8428-283cfd88e08a')",,,,,101.0,,,1082.82,0.14,,,0.113,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1106.34,0.15,323.15,"[0.15591, 0.84409]",45b673e1-018b-4232-835b-afdee4b25d11,10.1016/j.tca.2013.07.012,0.84409,323.15,,Document_1,"(0.156, 0.844)",,,"(('glycerol', 'water'), 323.15, '45b673e1-018b-4232-835b-afdee4b25d11')",,,,,101.0,,,1106.34,0.15,,,0.156,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1128.58,0.15,323.15,"[0.20601, 0.79399]",efe9b7fb-26de-47e7-90e6-b15b04e182e1,10.1016/j.tca.2013.07.012,0.79399,323.15,,Document_1,"(0.206, 0.794)",,,"(('glycerol', 'water'), 323.15, 'efe9b7fb-26de-47e7-90e6-b15b04e182e1')",,,,,101.0,,,1128.58,0.15,,,0.206,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1146.57,0.16,323.15,"[0.25599, 0.7440100000000001]",cc59211a-8291-4f18-bb41-0879931d251b,10.1016/j.tca.2013.07.012,0.7440100000000001,323.15,,Document_1,"(0.256, 0.744)",,,"(('glycerol', 'water'), 323.15, 'cc59211a-8291-4f18-bb41-0879931d251b')",,,,,101.0,,,1146.57,0.16,,,0.256,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1168.09,0.16,323.15,"[0.33112, 0.6688799999999999]",bf938ed7-d896-4e36-9919-e3ef4a54717a,10.1016/j.tca.2013.07.012,0.6688799999999999,323.15,,Document_1,"(0.331, 0.669)",,,"(('glycerol', 'water'), 323.15, 'bf938ed7-d896-4e36-9919-e3ef4a54717a')",,,,,101.0,,,1168.09,0.16,,,0.331,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1183.35,0.17,323.15,"[0.40118, 0.59882]",4164a72c-8b4a-477d-b616-6a8ff882a8a9,10.1016/j.tca.2013.07.012,0.59882,323.15,,Document_1,"(0.401, 0.599)",,,"(('glycerol', 'water'), 323.15, '4164a72c-8b4a-477d-b616-6a8ff882a8a9')",,,,,101.0,,,1183.35,0.17,,,0.401,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1198.19,0.17,323.15,"[0.49071, 0.50929]",505045d4-f0a0-44fe-b186-2621fc7fe5ac,10.1016/j.tca.2013.07.012,0.50929,323.15,,Document_1,"(0.491, 0.509)",,,"(('glycerol', 'water'), 323.15, '505045d4-f0a0-44fe-b186-2621fc7fe5ac')",,,,,101.0,,,1198.19,0.17,,,0.491,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1210.22,0.17,323.15,"[0.58282, 0.41718]",a28ba312-8858-4618-8c6e-265d3f1bd391,10.1016/j.tca.2013.07.012,0.41718,323.15,,Document_1,"(0.583, 0.417)",,,"(('glycerol', 'water'), 323.15, 'a28ba312-8858-4618-8c6e-265d3f1bd391')",,,,,101.0,,,1210.22,0.17,,,0.583,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1220.77,0.18,323.15,"[0.68566, 0.31433999999999995]",7b0cd9ca-ca67-4dd5-943f-083749a09db3,10.1016/j.tca.2013.07.012,0.31433999999999995,323.15,,Document_1,"(0.686, 0.314)",,,"(('glycerol', 'water'), 323.15, '7b0cd9ca-ca67-4dd5-943f-083749a09db3')",,,,,101.0,,,1220.77,0.18,,,0.686,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1226.23,0.18,323.15,"[0.74936, 0.25064]",e71374d8-542d-4212-9e30-232913a6e9fb,10.1016/j.tca.2013.07.012,0.25064,323.15,,Document_1,"(0.749, 0.251)",,,"(('glycerol', 'water'), 323.15, 'e71374d8-542d-4212-9e30-232913a6e9fb')",,,,,101.0,,,1226.23,0.18,,,0.749,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1230.76,0.19,323.15,"[0.81008, 0.18991999999999998]",7f760bc2-9090-4262-8412-e54bb3576e03,10.1016/j.tca.2013.07.012,0.18991999999999998,323.15,,Document_1,"(0.81, 0.19)",,,"(('glycerol', 'water'), 323.15, '7f760bc2-9090-4262-8412-e54bb3576e03')",,,,,101.0,,,1230.76,0.19,,,0.81,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1233.67,0.19,323.15,"[0.85278, 0.14722000000000002]",0621707f-55a5-40e3-b75b-eb07b44c2832,10.1016/j.tca.2013.07.012,0.14722000000000002,323.15,,Document_1,"(0.853, 0.147)",,,"(('glycerol', 'water'), 323.15, '0621707f-55a5-40e3-b75b-eb07b44c2832')",,,,,101.0,,,1233.67,0.19,,,0.853,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1235.56,0.2,323.15,"[0.88196, 0.11804000000000003]",115a5f64-514f-4494-af34-d839593ef8f0,10.1016/j.tca.2013.07.012,0.11804000000000003,323.15,,Document_1,"(0.882, 0.118)",,,"(('glycerol', 'water'), 323.15, '115a5f64-514f-4494-af34-d839593ef8f0')",,,,,101.0,,,1235.56,0.2,,,0.882,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1237.53,0.2,323.15,"[0.91435, 0.08565]",041269b4-fa85-4dc8-8cb4-16fa0dd46d16,10.1016/j.tca.2013.07.012,0.08565,323.15,,Document_1,"(0.914, 0.086)",,,"(('glycerol', 'water'), 323.15, '041269b4-fa85-4dc8-8cb4-16fa0dd46d16')",,,,,101.0,,,1237.53,0.2,,,0.914,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1239.01,0.2,323.15,"[0.94078, 0.05922000000000005]",cc9d3476-ee8a-4d68-bc35-1d033d033984,10.1016/j.tca.2013.07.012,0.05922000000000005,323.15,,Document_1,"(0.941, 0.059)",,,"(('glycerol', 'water'), 323.15, 'cc9d3476-ee8a-4d68-bc35-1d033d033984')",,,,,101.0,,,1239.01,0.2,,,0.941,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1239.93,0.21,323.15,"[0.95781, 0.04218999999999995]",fdb35a3e-951b-4ff5-8eb2-673f3aaf0ae8,10.1016/j.tca.2013.07.012,0.04218999999999995,323.15,,Document_1,"(0.958, 0.042)",,,"(('glycerol', 'water'), 323.15, 'fdb35a3e-951b-4ff5-8eb2-673f3aaf0ae8')",,,,,101.0,,,1239.93,0.21,,,0.958,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1241.1,0.21,323.15,"[0.97917, 0.020830000000000015]",11bcf0c2-679b-45fc-9ce1-48d999912268,10.1016/j.tca.2013.07.012,0.020830000000000015,323.15,,Document_1,"(0.979, 0.021)",,,"(('glycerol', 'water'), 323.15, '11bcf0c2-679b-45fc-9ce1-48d999912268')",,,,,101.0,,,1241.1,0.21,,,0.979,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1241.61,0.21,323.15,"[0.98945, 0.010549999999999948]",39ce5ae7-aec7-4354-82f3-12fd20f6d20b,10.1016/j.tca.2013.07.012,0.010549999999999948,323.15,,Document_1,"(0.989, 0.011)",,,"(('glycerol', 'water'), 323.15, '39ce5ae7-aec7-4354-82f3-12fd20f6d20b')",,,,,101.0,,,1241.61,0.21,,,0.989,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1242.11,0.21,323.15,"[1.0, 0.0]",36387f09-9dbe-46f7-bede-aef5dd7b4381,10.1016/j.tca.2013.07.012,0.0,323.15,,Document_1,"(1.0, 0.0)",,,"(('glycerol', 'water'), 323.15, '36387f09-9dbe-46f7-bede-aef5dd7b4381')",,,,,101.0,,,1242.11,0.21,,,1.0,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,983.19,0.11,333.15,"[0.0, 1.0]",20b8e7d7-efab-43ff-a8ed-6b0aeb4e5e4e,10.1016/j.tca.2013.07.012,1.0,333.15,,Document_1,"(0.0, 1.0)",,,"(('glycerol', 'water'), 333.15, '20b8e7d7-efab-43ff-a8ed-6b0aeb4e5e4e')",,,,,101.0,,,983.19,0.11,,,0.0,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,985.55,0.11,333.15,"[0.00209, 0.99791]",fb0018c1-0e31-43ed-8d6e-43b859c3c142,10.1016/j.tca.2013.07.012,0.99791,333.15,,Document_1,"(0.002, 0.998)",,,"(('glycerol', 'water'), 333.15, 'fb0018c1-0e31-43ed-8d6e-43b859c3c142')",,,,,101.0,,,985.55,0.11,,,0.002,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,988.13,0.11,333.15,"[0.00439, 0.99561]",ade1308a-5fad-4f33-b4a9-12350cfbf81f,10.1016/j.tca.2013.07.012,0.99561,333.15,,Document_1,"(0.004, 0.996)",,,"(('glycerol', 'water'), 333.15, 'ade1308a-5fad-4f33-b4a9-12350cfbf81f')",,,,,101.0,,,988.13,0.11,,,0.004,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,988.9,0.11,333.15,"[0.0051, 0.9949]",90056bcd-cdc3-45f0-9a87-ecd0cb230aab,10.1016/j.tca.2013.07.012,0.9949,333.15,,Document_1,"(0.005, 0.995)",,,"(('glycerol', 'water'), 333.15, '90056bcd-cdc3-45f0-9a87-ecd0cb230aab')",,,,,101.0,,,988.9,0.11,,,0.005,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,990.52,0.11,333.15,"[0.00657, 0.99343]",b734b72c-bbe4-48d0-85ff-c6b881ecc771,10.1016/j.tca.2013.07.012,0.99343,333.15,,Document_1,"(0.007, 0.993)",,,"(('glycerol', 'water'), 333.15, 'b734b72c-bbe4-48d0-85ff-c6b881ecc771')",,,,,101.0,,,990.52,0.11,,,0.007,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,994.98,0.11,333.15,"[0.01072, 0.98928]",0ba83868-08bf-4377-a70f-9d71a23bbbd6,10.1016/j.tca.2013.07.012,0.98928,333.15,,Document_1,"(0.011, 0.989)",,,"(('glycerol', 'water'), 333.15, '0ba83868-08bf-4377-a70f-9d71a23bbbd6')",,,,,101.0,,,994.98,0.11,,,0.011,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1000.85,0.11,333.15,"[0.01633, 0.98367]",d2f33271-a63e-4679-b597-90f80d855e93,10.1016/j.tca.2013.07.012,0.98367,333.15,,Document_1,"(0.016, 0.984)",,,"(('glycerol', 'water'), 333.15, 'd2f33271-a63e-4679-b597-90f80d855e93')",,,,,101.0,,,1000.85,0.11,,,0.016,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1018.99,0.11,333.15,"[0.03504, 0.96496]",6443cafc-841a-4fe6-b815-a04be03ab2ea,10.1016/j.tca.2013.07.012,0.96496,333.15,,Document_1,"(0.035, 0.965)",,,"(('glycerol', 'water'), 333.15, '6443cafc-841a-4fe6-b815-a04be03ab2ea')",,,,,101.0,,,1018.99,0.11,,,0.035,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1032.9,0.12,333.15,"[0.05086, 0.94914]",f89a4f4f-57c4-4b2b-a629-7637b121ff49,10.1016/j.tca.2013.07.012,0.94914,333.15,,Document_1,"(0.051, 0.949)",,,"(('glycerol', 'water'), 333.15, 'f89a4f4f-57c4-4b2b-a629-7637b121ff49')",,,,,101.0,,,1032.9,0.12,,,0.051,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1046.46,0.12,333.15,"[0.06775, 0.93225]",7d4ad4cf-048e-4da0-a5ea-2502298d1889,10.1016/j.tca.2013.07.012,0.93225,333.15,,Document_1,"(0.068, 0.932)",,,"(('glycerol', 'water'), 333.15, '7d4ad4cf-048e-4da0-a5ea-2502298d1889')",,,,,101.0,,,1046.46,0.12,,,0.068,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1077.08,0.14,333.15,"[0.11265, 0.88735]",34faad19-691e-47c2-96d5-12b45f7fc0c1,10.1016/j.tca.2013.07.012,0.88735,333.15,,Document_1,"(0.113, 0.887)",,,"(('glycerol', 'water'), 333.15, '34faad19-691e-47c2-96d5-12b45f7fc0c1')",,,,,101.0,,,1077.08,0.14,,,0.113,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1100.45,0.14,333.15,"[0.15591, 0.84409]",28cd94c1-4bbe-4469-824f-203322f9d6cd,10.1016/j.tca.2013.07.012,0.84409,333.15,,Document_1,"(0.156, 0.844)",,,"(('glycerol', 'water'), 333.15, '28cd94c1-4bbe-4469-824f-203322f9d6cd')",,,,,101.0,,,1100.45,0.14,,,0.156,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1122.53,0.15,333.15,"[0.20601, 0.79399]",125f7b63-0a97-44f5-b338-13f68a15f32e,10.1016/j.tca.2013.07.012,0.79399,333.15,,Document_1,"(0.206, 0.794)",,,"(('glycerol', 'water'), 333.15, '125f7b63-0a97-44f5-b338-13f68a15f32e')",,,,,101.0,,,1122.53,0.15,,,0.206,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1140.39,0.16,333.15,"[0.25599, 0.7440100000000001]",d6ba7ee4-031e-49a9-bf68-c56c4f0c3e17,10.1016/j.tca.2013.07.012,0.7440100000000001,333.15,,Document_1,"(0.256, 0.744)",,,"(('glycerol', 'water'), 333.15, 'd6ba7ee4-031e-49a9-bf68-c56c4f0c3e17')",,,,,101.0,,,1140.39,0.16,,,0.256,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1161.69,0.16,333.15,"[0.33112, 0.6688799999999999]",bfc008d3-93de-41e6-80ac-f6ddf49c1b81,10.1016/j.tca.2013.07.012,0.6688799999999999,333.15,,Document_1,"(0.331, 0.669)",,,"(('glycerol', 'water'), 333.15, 'bfc008d3-93de-41e6-80ac-f6ddf49c1b81')",,,,,101.0,,,1161.69,0.16,,,0.331,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1177.0,0.16,333.15,"[0.40118, 0.59882]",3ce4b3f6-0071-4cb5-b4cc-e6e839e23750,10.1016/j.tca.2013.07.012,0.59882,333.15,,Document_1,"(0.401, 0.599)",,,"(('glycerol', 'water'), 333.15, '3ce4b3f6-0071-4cb5-b4cc-e6e839e23750')",,,,,101.0,,,1177.0,0.16,,,0.401,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1191.81,0.17,333.15,"[0.49071, 0.50929]",13d6ebfc-9374-4f01-baef-3a17c9a70ccf,10.1016/j.tca.2013.07.012,0.50929,333.15,,Document_1,"(0.491, 0.509)",,,"(('glycerol', 'water'), 333.15, '13d6ebfc-9374-4f01-baef-3a17c9a70ccf')",,,,,101.0,,,1191.81,0.17,,,0.491,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1203.79,0.17,333.15,"[0.58282, 0.41718]",beedc415-62ae-41fc-948d-f9e8a2b2085d,10.1016/j.tca.2013.07.012,0.41718,333.15,,Document_1,"(0.583, 0.417)",,,"(('glycerol', 'water'), 333.15, 'beedc415-62ae-41fc-948d-f9e8a2b2085d')",,,,,101.0,,,1203.79,0.17,,,0.583,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1214.31,0.17,333.15,"[0.68566, 0.31433999999999995]",c236ab79-8a4e-4b94-ac26-3b986f4f83ea,10.1016/j.tca.2013.07.012,0.31433999999999995,333.15,,Document_1,"(0.686, 0.314)",,,"(('glycerol', 'water'), 333.15, 'c236ab79-8a4e-4b94-ac26-3b986f4f83ea')",,,,,101.0,,,1214.31,0.17,,,0.686,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1219.8,0.18,333.15,"[0.74936, 0.25064]",c605c774-8118-43a8-8c50-4d333b231e9a,10.1016/j.tca.2013.07.012,0.25064,333.15,,Document_1,"(0.749, 0.251)",,,"(('glycerol', 'water'), 333.15, 'c605c774-8118-43a8-8c50-4d333b231e9a')",,,,,101.0,,,1219.8,0.18,,,0.749,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1224.29,0.19,333.15,"[0.81008, 0.18991999999999998]",3b3b6624-e1a8-47b9-9577-79c8ec1c07fa,10.1016/j.tca.2013.07.012,0.18991999999999998,333.15,,Document_1,"(0.81, 0.19)",,,"(('glycerol', 'water'), 333.15, '3b3b6624-e1a8-47b9-9577-79c8ec1c07fa')",,,,,101.0,,,1224.29,0.19,,,0.81,,,,,,,,,,,,,,,,,
"['glycerol', 'water']",density,1227.21,0.19,333.15,"[0.85278, 0.14722000000000002]",a5165024-d305-443d-b00e-2648efba7f5a,10.1016/j.tca.2013.07.012,0.14722000000000002,333.15,,Document_1,"(0.853, 0.147)",,,"(('glycerol', 'water'), 333.15, 'a5165024-d305-443d-b00e-2648efba7f5a')",,,,,101.0,,,1227.21,0.19,,,0.853,,,,,,,,,,,,,,,,,
