fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Amount ratio of component to other component of binary solvent,doc_label,mole_fractions_rounded,mole_fraction_Choline Chloride,mole_fraction_Glycerol,composition_temp_id,density_value,density_uncertainty,thermalConductivity_value,thermalConductivity_uncertainty,viscosity_value,viscosity_uncertainty,mole_fraction_water,color,measured
['Water'],viscosity,0.000507329,5.5e-06,320.15,[1.0],e99830f0-2aea-4d6f-bc25-161125f8783a,10.1039/c9cp00036d,1.0,320.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 320.15, 'e99830f0-2aea-4d6f-bc25-161125f8783a')",,,,,0.000507329,5.5e-06,1.0,"(0.8578978803740233, 0.44058452715322166, 0.957819659566579)",measured
['Water'],density,0.9982,5e-05,293.15,[1.0],a7ba83e5-8bfa-4959-9cfe-42f7bf5cbe32,10.1016/j.fluid.2014.01.028,1.0,293.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 293.15, 'a7ba83e5-8bfa-4959-9cfe-42f7bf5cbe32')",0.9982,5e-05,,,,,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],density,0.9833,5e-05,333.15,[1.0],24bf1db0-14e0-46b2-9ed9-f5b49be293ab,10.1016/j.fluid.2014.01.028,1.0,333.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 333.15, '24bf1db0-14e0-46b2-9ed9-f5b49be293ab')",0.9833,5e-05,,,,,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],density,0.9881,5e-05,323.15,[1.0],3d383ff4-732d-431c-9cfc-3cef267ff0cc,10.1016/j.fluid.2014.01.028,1.0,323.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 323.15, '3d383ff4-732d-431c-9cfc-3cef267ff0cc')",0.9881,5e-05,,,,,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],density,0.98323,5e-05,333.15,[1.0],fa4b6e48-95fb-4346-bf64-fcfdeb99f3ae,10.1016/j.jtice.2012.01.007,1.0,333.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 333.15, 'fa4b6e48-95fb-4346-bf64-fcfdeb99f3ae')",0.98323,5e-05,,,,,1.0,,measured
['Water'],density,1.0,,295.15,[1.0],11e06c2c-5956-4b04-8a20-1f091ea9d8a7,NO,1.0,295.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 295.15, '11e06c2c-5956-4b04-8a20-1f091ea9d8a7')",1.0,,,,,,1.0,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
['Water'],viscosity,0.0009836,4.917999999999999e-06,293.15,[1.0],607ee028-2473-4303-aa77-f2d5ed2eeccc,10.1016/j.fluid.2014.01.028,1.0,293.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 293.15, '607ee028-2473-4303-aa77-f2d5ed2eeccc')",,,,,0.0009836,4.917999999999999e-06,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],density,0.99407,5e-05,308.15,[1.0],6b80d6c0-c6cb-4316-a3db-89d2bd1f56ee,10.1016/j.jtice.2012.01.007,1.0,308.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 308.15, '6b80d6c0-c6cb-4316-a3db-89d2bd1f56ee')",0.99407,5e-05,,,,,1.0,,measured
['Water'],density,0.99568,5e-05,303.15,[1.0],8fd8a73a-686c-4acb-9080-c70d08e62495,10.1016/j.jtice.2012.01.007,1.0,303.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 303.15, '8fd8a73a-686c-4acb-9080-c70d08e62495')",0.99568,5e-05,,,,,1.0,,measured
['Water'],density,0.99226,5e-05,313.15,[1.0],70af4565-3e9f-4809-8c2d-2c4da7047fed,10.1016/j.jtice.2012.01.007,1.0,313.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 313.15, '70af4565-3e9f-4809-8c2d-2c4da7047fed')",0.99226,5e-05,,,,,1.0,,measured
['Water'],density,0.99027,5e-05,318.15,[1.0],8e06e786-9530-4f45-8357-94bb6fac3814,10.1016/j.jtice.2012.01.007,1.0,318.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 318.15, '8e06e786-9530-4f45-8357-94bb6fac3814')",0.99027,5e-05,,,,,1.0,,measured
['Water'],viscosity,0.000477,2.385e-06,333.15,[1.0],dd045e58-5446-4fc3-aa83-91456ee66858,10.1016/j.fluid.2014.01.028,1.0,333.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 333.15, 'dd045e58-5446-4fc3-aa83-91456ee66858')",,,,,0.000477,2.385e-06,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],viscosity,0.0005487,2.7434999999999997e-06,323.15,[1.0],e556309e-61f6-47a1-8153-9a699b880951,10.1016/j.fluid.2014.01.028,1.0,323.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 323.15, 'e556309e-61f6-47a1-8153-9a699b880951')",,,,,0.0005487,2.7434999999999997e-06,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],density,0.9922,5e-05,313.15,[1.0],fb78ffc6-784d-453d-b54a-0b8ca140c206,10.1016/j.fluid.2014.01.028,1.0,313.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 313.15, 'fb78ffc6-784d-453d-b54a-0b8ca140c206')",0.9922,5e-05,,,,,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],density,0.9957,5e-05,303.15,[1.0],629c55ef-5ef2-49bb-ba09-b0fc33141b48,10.1016/j.fluid.2014.01.028,1.0,303.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 303.15, '629c55ef-5ef2-49bb-ba09-b0fc33141b48')",0.9957,5e-05,,,,,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],viscosity,0.0006492,3.2460000000000003e-06,313.15,[1.0],04f63ab0-c4ff-4e63-85cc-da7bd8c33315,10.1016/j.fluid.2014.01.028,1.0,313.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 313.15, '04f63ab0-c4ff-4e63-85cc-da7bd8c33315')",,,,,0.0006492,3.2460000000000003e-06,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],viscosity,0.0007914,3.9569999999999996e-06,303.15,[1.0],b561d814-7e76-4cc1-9543-9199767372b1,10.1016/j.fluid.2014.01.028,1.0,303.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 303.15, 'b561d814-7e76-4cc1-9543-9199767372b1')",,,,,0.0007914,3.9569999999999996e-06,1.0,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
['Water'],density,0.99707,5e-05,298.15,[1.0],02aad6f2-5cd5-4448-a467-3db992df7591,10.1016/j.jtice.2012.01.007,1.0,298.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 298.15, '02aad6f2-5cd5-4448-a467-3db992df7591')",0.99707,5e-05,,,,,1.0,,measured
['Water'],density,0.98573,5e-05,323.15,[1.0],e0bca1fd-cc75-42b1-826d-67e382e145ef,10.1016/j.jtice.2012.01.007,1.0,323.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 323.15, 'e0bca1fd-cc75-42b1-826d-67e382e145ef')",0.98573,5e-05,,,,,1.0,,measured
['Water'],density,0.98808,5e-05,323.15,[1.0],2f69b5e3-329e-4cc2-8ace-32a956fb6e43,10.1016/j.jtice.2012.01.007,1.0,323.15,,Document_1,"(1.0,)",1.0,,"(('Water',), 323.15, '2f69b5e3-329e-4cc2-8ace-32a956fb6e43')",0.98808,5e-05,,,,,1.0,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.014,5e-05,303.15,"[0.006033333333, 0.012066666667, 0.9819]",97b9417f-f409-4f79-880c-5843ad3b25cf,10.1016/j.fluid.2014.01.028,0.9819,303.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '97b9417f-f409-4f79-880c-5843ad3b25cf')",1.014,5e-05,,,,,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0012064999999999999,6.032499999999999e-06,293.15,"[0.006033333333, 0.012066666667, 0.9819]",ba881f0c-b6cf-4e79-96b1-6be15518281e,10.1016/j.fluid.2014.01.028,0.9819,293.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'ba881f0c-b6cf-4e79-96b1-6be15518281e')",,,,,0.0012064999999999999,6.032499999999999e-06,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0006,5e-05,333.15,"[0.006033333333, 0.012066666667, 0.9819]",804bb56e-3dfc-4db0-95e6-720ef5aa8131,10.1016/j.fluid.2014.01.028,0.9819,333.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '804bb56e-3dfc-4db0-95e6-720ef5aa8131')",1.0006,5e-05,,,,,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0102,5e-05,313.15,"[0.006033333333, 0.012066666667, 0.9819]",d31a50d3-9b4e-421b-b8f2-070d74f01990,10.1016/j.fluid.2014.01.028,0.9819,313.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'd31a50d3-9b4e-421b-b8f2-070d74f01990')",1.0102,5e-05,,,,,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0007902,3.951e-06,313.15,"[0.006033333333, 0.012066666667, 0.9819]",3baadb82-b0b4-4ef9-8cfc-96460af358b0,10.1016/j.fluid.2014.01.028,0.9819,313.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '3baadb82-b0b4-4ef9-8cfc-96460af358b0')",,,,,0.0007902,3.951e-06,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0171,5e-05,293.15,"[0.006033333333, 0.012066666667, 0.9819]",9361fcd4-bd98-4842-a65f-638f26414796,10.1016/j.fluid.2014.01.028,0.9819,293.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '9361fcd4-bd98-4842-a65f-638f26414796')",1.0171,5e-05,,,,,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0005652000000000001,2.826e-06,333.15,"[0.006033333333, 0.012066666667, 0.9819]",8ee8fc5a-a499-43bc-937b-10c4ec31c650,10.1016/j.fluid.2014.01.028,0.9819,333.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '8ee8fc5a-a499-43bc-937b-10c4ec31c650')",,,,,0.0005652000000000001,2.826e-06,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0006578,3.2889999999999998e-06,323.15,"[0.006033333333, 0.012066666667, 0.9819]",f1871da1-7117-49c2-9829-b478bfda0edb,10.1016/j.fluid.2014.01.028,0.9819,323.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'f1871da1-7117-49c2-9829-b478bfda0edb')",,,,,0.0006578,3.2889999999999998e-06,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0055,5e-05,323.15,"[0.006033333333, 0.012066666667, 0.9819]",121131d8-99d2-476a-9294-fb5fabab17f0,10.1016/j.fluid.2014.01.028,0.9819,323.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '121131d8-99d2-476a-9294-fb5fabab17f0')",1.0055,5e-05,,,,,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0009611,4.8055e-06,303.15,"[0.006033333333, 0.012066666667, 0.9819]",2e03644e-8dd4-4331-ba29-9dbba5dc0ccd,10.1016/j.fluid.2014.01.028,0.9819,303.15,2.0,Document_1,"(0.006, 0.012, 0.982)",0.006,0.012,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '2e03644e-8dd4-4331-ba29-9dbba5dc0ccd')",,,,,0.0009611,4.8055e-06,0.9819,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0006998999999999999,3.4995e-06,333.15,"[0.013266666667, 0.026533333333, 0.9602]",6b0e5bfa-10ea-49d7-bfd9-bc5229dcead4,10.1016/j.fluid.2014.01.028,0.9602,333.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '6b0e5bfa-10ea-49d7-bfd9-bc5229dcead4')",,,,,0.0006998999999999999,3.4995e-06,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0012059,6.0295000000000005e-06,303.15,"[0.013266666667, 0.026533333333, 0.9602]",464da4b5-d5d5-44b2-84d7-b9b707ce2cc8,10.1016/j.fluid.2014.01.028,0.9602,303.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '464da4b5-d5d5-44b2-84d7-b9b707ce2cc8')",,,,,0.0012059,6.0295000000000005e-06,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0009808,4.904e-06,313.15,"[0.013266666667, 0.026533333333, 0.9602]",b5772b31-381b-4f33-9c44-94a29f55c11b,10.1016/j.fluid.2014.01.028,0.9602,313.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'b5772b31-381b-4f33-9c44-94a29f55c11b')",,,,,0.0009808,4.904e-06,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0008193,4.0965000000000005e-06,323.15,"[0.013266666667, 0.026533333333, 0.9602]",10eb4992-cbc0-414f-b0d5-e523b11f1d3f,10.1016/j.fluid.2014.01.028,0.9602,323.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '10eb4992-cbc0-414f-b0d5-e523b11f1d3f')",,,,,0.0008193,4.0965000000000005e-06,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0191,5e-05,333.15,"[0.013266666667, 0.026533333333, 0.9602]",588846f7-fb3f-4f3f-b659-b3bdd6dd6f8d,10.1016/j.fluid.2014.01.028,0.9602,333.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '588846f7-fb3f-4f3f-b659-b3bdd6dd6f8d')",1.0191,5e-05,,,,,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0362,5e-05,293.15,"[0.013266666667, 0.026533333333, 0.9602]",50cd253b-6ba6-401a-ac8f-1f6be036ab5c,10.1016/j.fluid.2014.01.028,0.9602,293.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '50cd253b-6ba6-401a-ac8f-1f6be036ab5c')",1.0362,5e-05,,,,,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0015294,7.647e-06,293.15,"[0.013266666667, 0.026533333333, 0.9602]",c9d5a51b-0935-4795-ace9-8a5ac601858d,10.1016/j.fluid.2014.01.028,0.9602,293.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'c9d5a51b-0935-4795-ace9-8a5ac601858d')",,,,,0.0015294,7.647e-06,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0287,5e-05,313.15,"[0.013266666667, 0.026533333333, 0.9602]",eabd4d65-9f07-4d50-8ffe-bde091182cdb,10.1016/j.fluid.2014.01.028,0.9602,313.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'eabd4d65-9f07-4d50-8ffe-bde091182cdb')",1.0287,5e-05,,,,,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0328,5e-05,303.15,"[0.013266666667, 0.026533333333, 0.9602]",02185210-e931-4f77-8262-736b2adae7ab,10.1016/j.fluid.2014.01.028,0.9602,303.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '02185210-e931-4f77-8262-736b2adae7ab')",1.0328,5e-05,,,,,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.024,5e-05,323.15,"[0.013266666667, 0.026533333333, 0.9602]",9a01e0f7-d0a9-4964-94e2-9df7ad6988c9,10.1016/j.fluid.2014.01.028,0.9602,323.15,2.0,Document_1,"(0.013, 0.027, 0.96)",0.013,0.027,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '9a01e0f7-d0a9-4964-94e2-9df7ad6988c9')",1.024,5e-05,,,,,0.9602,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.049,,295.15,"[0.017554125333, 0.035108250667, 0.947337624]",9b1a3b3f-9192-4425-aea5-749fc55e407f,NO,0.947337624,295.15,2.0,Document_1,"(0.018, 0.035, 0.947)",0.018,0.035,"(('Choline Chloride', 'Glycerol', 'Water'), 295.15, '9b1a3b3f-9192-4425-aea5-749fc55e407f')",1.049,,,,,,0.947337624,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0427,5e-05,323.15,"[0.022166666667, 0.044333333333, 0.9335]",e12ff567-d505-4cca-93fc-bfffd710ef3d,10.1016/j.fluid.2014.01.028,0.9335,323.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'e12ff567-d505-4cca-93fc-bfffd710ef3d')",1.0427,5e-05,,,,,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0376,5e-05,333.15,"[0.022166666667, 0.044333333333, 0.9335]",0b6f8f1e-6428-4109-9233-d214c0226eaa,10.1016/j.fluid.2014.01.028,0.9335,333.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '0b6f8f1e-6428-4109-9233-d214c0226eaa')",1.0376,5e-05,,,,,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0015742,7.871e-06,303.15,"[0.022166666667, 0.044333333333, 0.9335]",df11bde0-2bd1-4568-9b56-ed2d41a6c049,10.1016/j.fluid.2014.01.028,0.9335,303.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'df11bde0-2bd1-4568-9b56-ed2d41a6c049')",,,,,0.0015742,7.871e-06,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0020191,1.00955e-05,293.15,"[0.022166666667, 0.044333333333, 0.9335]",b05a479b-8d3d-498d-9dd1-3706961a28d7,10.1016/j.fluid.2014.01.028,0.9335,293.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'b05a479b-8d3d-498d-9dd1-3706961a28d7')",,,,,0.0020191,1.00955e-05,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0012652000000000002,6.326e-06,313.15,"[0.022166666667, 0.044333333333, 0.9335]",674db81a-7b9a-4fb5-b51b-29ce859cc99c,10.1016/j.fluid.2014.01.028,0.9335,313.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '674db81a-7b9a-4fb5-b51b-29ce859cc99c')",,,,,0.0012652000000000002,6.326e-06,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0476,5e-05,313.15,"[0.022166666667, 0.044333333333, 0.9335]",f4ed9846-23e4-43a4-8710-516d4b1ab3ae,10.1016/j.fluid.2014.01.028,0.9335,313.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'f4ed9846-23e4-43a4-8710-516d4b1ab3ae')",1.0476,5e-05,,,,,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0008829,4.4145e-06,333.15,"[0.022166666667, 0.044333333333, 0.9335]",37dc179e-2e19-4ab3-bf07-03801a52505b,10.1016/j.fluid.2014.01.028,0.9335,333.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '37dc179e-2e19-4ab3-bf07-03801a52505b')",,,,,0.0008829,4.4145e-06,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.052,5e-05,303.15,"[0.022166666667, 0.044333333333, 0.9335]",0549c277-6b47-4c0d-b01f-87fb2062ee74,10.1016/j.fluid.2014.01.028,0.9335,303.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '0549c277-6b47-4c0d-b01f-87fb2062ee74')",1.052,5e-05,,,,,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0559,5e-05,293.15,"[0.022166666667, 0.044333333333, 0.9335]",275909e5-c099-45cf-af21-1eda5f3dcb11,10.1016/j.fluid.2014.01.028,0.9335,293.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '275909e5-c099-45cf-af21-1eda5f3dcb11')",1.0559,5e-05,,,,,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0010444,5.222e-06,323.15,"[0.022166666667, 0.044333333333, 0.9335]",5a0ca302-740b-4805-8b19-16f5ebd0a16b,10.1016/j.fluid.2014.01.028,0.9335,323.15,2.0,Document_1,"(0.022, 0.044, 0.933)",0.022,0.044,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '5a0ca302-740b-4805-8b19-16f5ebd0a16b')",,,,,0.0010444,5.222e-06,0.9335,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0715,5e-05,303.15,"[0.033100000000000004, 0.06620000000000001, 0.9007000000000001]",e84b1ff6-4438-412e-a818-40450392b61f,10.1016/j.fluid.2014.01.028,0.9007,303.15,2.0,Document_1,"(0.033, 0.066, 0.901)",0.033,0.066,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'e84b1ff6-4438-412e-a818-40450392b61f')",1.0715,5e-05,,,,,0.9007000000000001,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0566,5e-05,333.15,"[0.033100000000000004, 0.06620000000000001, 0.9007000000000001]",b852d295-01cf-45d6-81f2-5a25b5448f9e,10.1016/j.fluid.2014.01.028,0.9007,333.15,2.0,Document_1,"(0.033, 0.066, 0.901)",0.033,0.066,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, 'b852d295-01cf-45d6-81f2-5a25b5448f9e')",1.0566,5e-05,,,,,0.9007000000000001,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0028657,1.4328499999999998e-05,293.15,"[0.033100000000000004, 0.06620000000000001, 0.9007000000000001]",bb51387a-7449-4e59-8fe4-0f35be328940,10.1016/j.fluid.2014.01.028,0.9007,293.15,2.0,Document_1,"(0.033, 0.066, 0.901)",0.033,0.066,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'bb51387a-7449-4e59-8fe4-0f35be328940')",,,,,0.0028657,1.4328499999999998e-05,0.9007000000000001,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.0617,5e-05,323.15,"[0.033100000000000004, 0.06620000000000001, 0.9007000000000001]",cd2303fd-1c2f-4b3a-872c-ac5e59e8f207,10.1016/j.fluid.2014.01.028,0.9007,323.15,2.0,Document_1,"(0.033, 0.066, 0.901)",0.033,0.066,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'cd2303fd-1c2f-4b3a-872c-ac5e59e8f207')",1.0617,5e-05,,,,,0.9007000000000001,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0021977000000000003,1.09885e-05,303.15,"[0.033100000000000004, 0.06620000000000001, 0.9007000000000001]",b8fb8ceb-1738-4307-bcd7-788bd346f6a4,10.1016/j.fluid.2014.01.028,0.9007,303.15,2.0,Document_1,"(0.033, 0.066, 0.901)",0.033,0.066,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'b8fb8ceb-1738-4307-bcd7-788bd346f6a4')",,,,,0.0021977000000000003,1.09885e-05,0.9007000000000001,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
