fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Amount ratio of component to other component of binary solvent,doc_label,mole_fractions_rounded,mole_fraction_Choline Chloride,mole_fraction_Glycerol,composition_temp_id,density_value,density_uncertainty,thermalConductivity_value,thermalConductivity_uncertainty,viscosity_value,viscosity_uncertainty,mole_fraction_water,color,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.13394,5e-05,308.15,"[0.100166666667, 0.200333333333, 0.6995]",c0858bd6-c738-4ddc-997f-fc4e8e811ed3,10.1016/j.jtice.2012.01.007,0.6995,308.15,2.0,Document_1,"(0.1, 0.2, 0.7)",0.1,0.2,"(('Choline Chloride', 'Glycerol', 'Water'), 308.15, 'c0858bd6-c738-4ddc-997f-fc4e8e811ed3')",1.13394,5e-05,,,,,0.6995,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.12574,5e-05,323.15,"[0.100166666667, 0.200333333333, 0.6995]",96d30d5b-87d1-484e-9cb5-8ac594fcd48b,10.1016/j.jtice.2012.01.007,0.6995,323.15,2.0,Document_1,"(0.1, 0.2, 0.7)",0.1,0.2,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '96d30d5b-87d1-484e-9cb5-8ac594fcd48b')",1.12574,5e-05,,,,,0.6995,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17435,5e-05,308.15,"[0.101133333333, 0.202266666667, 0.6966]",47ce8c3c-7964-4508-a6ac-701cc25abdf4,10.1016/j.jtice.2012.01.007,0.6966,308.15,2.0,Document_1,"(0.101, 0.202, 0.697)",0.101,0.202,"(('Choline Chloride', 'Glycerol', 'Water'), 308.15, '47ce8c3c-7964-4508-a6ac-701cc25abdf4')",1.17435,5e-05,,,,,0.6966,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16603,5e-05,323.15,"[0.101133333333, 0.202266666667, 0.6966]",2771104f-fa45-4618-a60b-83a18b3f9a72,10.1016/j.jtice.2012.01.007,0.6966,323.15,2.0,Document_1,"(0.101, 0.202, 0.697)",0.101,0.202,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '2771104f-fa45-4618-a60b-83a18b3f9a72')",1.16603,5e-05,,,,,0.6966,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16325,5e-05,328.15,"[0.101133333333, 0.202266666667, 0.6966]",3d63111e-35bd-4cd2-b5d9-7f8df8e657a7,10.1016/j.jtice.2012.01.007,0.6966,328.15,2.0,Document_1,"(0.101, 0.202, 0.697)",0.101,0.202,"(('Choline Chloride', 'Glycerol', 'Water'), 328.15, '3d63111e-35bd-4cd2-b5d9-7f8df8e657a7')",1.16325,5e-05,,,,,0.6966,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17985,5e-05,298.15,"[0.101133333333, 0.202266666667, 0.6966]",37878cd7-d74e-4b03-8ae1-4a4bc66a73d6,10.1016/j.jtice.2012.01.007,0.6966,298.15,2.0,Document_1,"(0.101, 0.202, 0.697)",0.101,0.202,"(('Choline Chloride', 'Glycerol', 'Water'), 298.15, '37878cd7-d74e-4b03-8ae1-4a4bc66a73d6')",1.17985,5e-05,,,,,0.6966,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1771,5e-05,303.15,"[0.101133333333, 0.202266666667, 0.6966]",caec399e-4b7f-48d0-8d0e-e5d9f137c503,10.1016/j.jtice.2012.01.007,0.6966,303.15,2.0,Document_1,"(0.101, 0.202, 0.697)",0.101,0.202,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'caec399e-4b7f-48d0-8d0e-e5d9f137c503')",1.1771,5e-05,,,,,0.6966,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16046,5e-05,333.15,"[0.101133333333, 0.202266666667, 0.6966]",f3c12a16-1184-4ecc-bd37-8760d7255ce8,10.1016/j.jtice.2012.01.007,0.6966,333.15,2.0,Document_1,"(0.101, 0.202, 0.697)",0.101,0.202,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, 'f3c12a16-1184-4ecc-bd37-8760d7255ce8')",1.16046,5e-05,,,,,0.6966,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16881,5e-05,318.15,"[0.101133333333, 0.202266666667, 0.6966]",2088e09d-ed63-4fb6-8584-7a18c0d00288,10.1016/j.jtice.2012.01.007,0.6966,318.15,2.0,Document_1,"(0.101, 0.202, 0.697)",0.101,0.202,"(('Choline Chloride', 'Glycerol', 'Water'), 318.15, '2088e09d-ed63-4fb6-8584-7a18c0d00288')",1.16881,5e-05,,,,,0.6966,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17158,5e-05,313.15,"[0.101133333333, 0.202266666667, 0.6966]",676b95b7-1af7-410a-b142-9d7af25a026a,10.1016/j.jtice.2012.01.007,0.6966,313.15,2.0,Document_1,"(0.101, 0.202, 0.697)",0.101,0.202,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '676b95b7-1af7-410a-b142-9d7af25a026a')",1.17158,5e-05,,,,,0.6966,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.15,,295.15,"[0.111156854667, 0.222313709333, 0.666529436]",5a148a0c-ea29-489b-9111-f0531b545da3,NO,0.666529436,295.15,2.0,Document_1,"(0.111, 0.222, 0.667)",0.111,0.222,"(('Choline Chloride', 'Glycerol', 'Water'), 295.15, '5a148a0c-ea29-489b-9111-f0531b545da3')",1.15,,,,,,0.666529436,"(0.9628653850704804, 0.4025928454059796, 0.7779310354076443)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.14418,5e-05,318.15,"[0.133333333333, 0.266666666667, 0.6]",78db4361-92ce-4439-ae02-229ef5e02bc0,10.1016/j.jtice.2012.01.007,0.6,318.15,2.0,Document_1,"(0.133, 0.267, 0.6)",0.133,0.267,"(('Choline Chloride', 'Glycerol', 'Water'), 318.15, '78db4361-92ce-4439-ae02-229ef5e02bc0')",1.14418,5e-05,,,,,0.6,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.13859,5e-05,328.15,"[0.133333333333, 0.266666666667, 0.6]",2860f432-c904-4f09-8760-0bbcf1fde421,10.1016/j.jtice.2012.01.007,0.6,328.15,2.0,Document_1,"(0.133, 0.267, 0.6)",0.133,0.267,"(('Choline Chloride', 'Glycerol', 'Water'), 328.15, '2860f432-c904-4f09-8760-0bbcf1fde421')",1.13859,5e-05,,,,,0.6,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.13576,5e-05,333.15,"[0.133333333333, 0.266666666667, 0.6]",0ed9492f-6358-4775-a160-36a092b96839,10.1016/j.jtice.2012.01.007,0.6,333.15,2.0,Document_1,"(0.133, 0.267, 0.6)",0.133,0.267,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '0ed9492f-6358-4775-a160-36a092b96839')",1.13576,5e-05,,,,,0.6,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.15507,5e-05,298.15,"[0.133333333333, 0.266666666667, 0.6]",e5ec3dec-ccb8-4036-af74-1c29d52663d8,10.1016/j.jtice.2012.01.007,0.6,298.15,2.0,Document_1,"(0.133, 0.267, 0.6)",0.133,0.267,"(('Choline Chloride', 'Glycerol', 'Water'), 298.15, 'e5ec3dec-ccb8-4036-af74-1c29d52663d8')",1.15507,5e-05,,,,,0.6,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.14978,5e-05,303.15,"[0.133333333333, 0.266666666667, 0.6]",bbd26abc-6ef7-419c-94dd-3b1b59b9fe2b,10.1016/j.jtice.2012.01.007,0.6,303.15,2.0,Document_1,"(0.133, 0.267, 0.6)",0.133,0.267,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'bbd26abc-6ef7-419c-94dd-3b1b59b9fe2b')",1.14978,5e-05,,,,,0.6,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.15248,5e-05,303.15,"[0.133333333333, 0.266666666667, 0.6]",cc47cba1-7a7e-4db8-90bd-6126d4d4d812,10.1016/j.jtice.2012.01.007,0.6,303.15,2.0,Document_1,"(0.133, 0.267, 0.6)",0.133,0.267,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'cc47cba1-7a7e-4db8-90bd-6126d4d4d812')",1.15248,5e-05,,,,,0.6,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.14704,5e-05,313.15,"[0.133333333333, 0.266666666667, 0.6]",506b1a72-216b-4449-b364-af5d2641ff76,10.1016/j.jtice.2012.01.007,0.6,313.15,2.0,Document_1,"(0.133, 0.267, 0.6)",0.133,0.267,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '506b1a72-216b-4449-b364-af5d2641ff76')",1.14704,5e-05,,,,,0.6,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1414,5e-05,323.15,"[0.133333333333, 0.266666666667, 0.6]",0ccf5a59-dc8f-43e6-906b-c21aa74f4163,10.1016/j.jtice.2012.01.007,0.6,323.15,2.0,Document_1,"(0.133, 0.267, 0.6)",0.133,0.267,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '0ccf5a59-dc8f-43e6-906b-c21aa74f4163')",1.1414,5e-05,,,,,0.6,,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.032895600000000004,0.00016447800000000002,293.15,"[0.134066666667, 0.268133333333, 0.5978]",6872db4d-fa86-48dd-8b8c-5dd353b29e44,10.1016/j.fluid.2014.01.028,0.5978,293.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '6872db4d-fa86-48dd-8b8c-5dd353b29e44')",,,,,0.032895600000000004,0.00016447800000000002,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1468,5e-05,313.15,"[0.134066666667, 0.268133333333, 0.5978]",80cdbe09-4ec0-47a5-8858-f091e86558ea,10.1016/j.fluid.2014.01.028,0.5978,313.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '80cdbe09-4ec0-47a5-8858-f091e86558ea')",1.1468,5e-05,,,,,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1357,5e-05,333.15,"[0.134066666667, 0.268133333333, 0.5978]",30a55272-2b93-4ca6-8c85-ed97bd8ffdc4,10.1016/j.fluid.2014.01.028,0.5978,333.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '30a55272-2b93-4ca6-8c85-ed97bd8ffdc4')",1.1357,5e-05,,,,,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1413,5e-05,323.15,"[0.134066666667, 0.268133333333, 0.5978]",108583c1-4f0f-4464-840d-ab4217f59ab2,10.1016/j.fluid.2014.01.028,0.5978,323.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '108583c1-4f0f-4464-840d-ab4217f59ab2')",1.1413,5e-05,,,,,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1523,5e-05,303.15,"[0.134066666667, 0.268133333333, 0.5978]",c1372d1e-adb8-4d18-9881-d4d8b46c82bb,10.1016/j.fluid.2014.01.028,0.5978,303.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'c1372d1e-adb8-4d18-9881-d4d8b46c82bb')",1.1523,5e-05,,,,,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0077082,3.8540999999999996e-05,333.15,"[0.134066666667, 0.268133333333, 0.5978]",0b803b6c-a096-4f94-98f9-efc7c910562e,10.1016/j.fluid.2014.01.028,0.5978,333.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '0b803b6c-a096-4f94-98f9-efc7c910562e')",,,,,0.0077082,3.8540999999999996e-05,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0106386,5.3193e-05,323.15,"[0.134066666667, 0.268133333333, 0.5978]",2ac57a68-0800-433a-be5c-2cb694d73b0d,10.1016/j.fluid.2014.01.028,0.5978,323.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '2ac57a68-0800-433a-be5c-2cb694d73b0d')",,,,,0.0106386,5.3193e-05,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.014735,7.3675e-05,313.15,"[0.134066666667, 0.268133333333, 0.5978]",05598986-052e-41d4-93ff-f096984d8487,10.1016/j.fluid.2014.01.028,0.5978,313.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '05598986-052e-41d4-93ff-f096984d8487')",,,,,0.014735,7.3675e-05,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0213567,0.0001067835,303.15,"[0.134066666667, 0.268133333333, 0.5978]",c48daa6c-fd5b-403e-bc9b-ad7dc51ba097,10.1016/j.fluid.2014.01.028,0.5978,303.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'c48daa6c-fd5b-403e-bc9b-ad7dc51ba097')",,,,,0.0213567,0.0001067835,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1577,5e-05,293.15,"[0.134066666667, 0.268133333333, 0.5978]",27a540c4-76cb-484e-917a-5f7ebefa7d0e,10.1016/j.fluid.2014.01.028,0.5978,293.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '27a540c4-76cb-484e-917a-5f7ebefa7d0e')",1.1577,5e-05,,,,,0.5978,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.06487000000000001,0.0006487000000000001,293.15,"[0.147363363, 0.294726726, 0.557909911]",2fec9fc8-05f3-4db1-ae58-616b17caaeca,10.1039/C5CP01493J,0.557909911,293.15,2.0,Document_1,"(0.147, 0.295, 0.558)",0.147,0.295,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '2fec9fc8-05f3-4db1-ae58-616b17caaeca')",,,,,0.06487000000000001,0.0006487000000000001,0.557909911,"(0.22537170008202412, 0.6531400148480775, 0.841007805313343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.019062164,0.005662015,320.15,"[0.166666666667, 0.333333333333, 0.5]",b64ce672-503c-44d3-bebf-b3e115207e06,10.1039/c9cp00036d,0.5,320.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 320.15, 'b64ce672-503c-44d3-bebf-b3e115207e06')",,,,,0.019062164,0.005662015,0.5,"(0.8578978803740233, 0.44058452715322166, 0.957819659566579)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16611,5e-05,298.15,"[0.166733333333, 0.333466666667, 0.4998]",0392b767-28e4-423e-baf1-0bd5bc2585e9,10.1016/j.jtice.2012.01.007,0.4998,298.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 298.15, '0392b767-28e4-423e-baf1-0bd5bc2585e9')",1.16611,5e-05,,,,,0.4998,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16339,5e-05,303.15,"[0.166733333333, 0.333466666667, 0.4998]",bdf83656-861e-4ebd-bac9-36ce30c86702,10.1016/j.jtice.2012.01.007,0.4998,303.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'bdf83656-861e-4ebd-bac9-36ce30c86702')",1.16339,5e-05,,,,,0.4998,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16066,5e-05,308.15,"[0.166733333333, 0.333466666667, 0.4998]",0d10210f-3f51-4f64-a4c1-c5dc54107bca,10.1016/j.jtice.2012.01.007,0.4998,308.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 308.15, '0d10210f-3f51-4f64-a4c1-c5dc54107bca')",1.16066,5e-05,,,,,0.4998,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.15231,5e-05,323.15,"[0.166733333333, 0.333466666667, 0.4998]",fcca2d5b-bcc4-4332-97c8-523ee98342fb,10.1016/j.jtice.2012.01.007,0.4998,323.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'fcca2d5b-bcc4-4332-97c8-523ee98342fb')",1.15231,5e-05,,,,,0.4998,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.14674,5e-05,333.15,"[0.166733333333, 0.333466666667, 0.4998]",6d470943-504e-4a5f-81e3-f8a251adcff0,10.1016/j.jtice.2012.01.007,0.4998,333.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '6d470943-504e-4a5f-81e3-f8a251adcff0')",1.14674,5e-05,,,,,0.4998,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.15514,5e-05,318.15,"[0.166733333333, 0.333466666667, 0.4998]",1a7f1bd2-873e-467a-8310-3f2cd4008a47,10.1016/j.jtice.2012.01.007,0.4998,318.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 318.15, '1a7f1bd2-873e-467a-8310-3f2cd4008a47')",1.15514,5e-05,,,,,0.4998,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.14956,5e-05,328.15,"[0.166733333333, 0.333466666667, 0.4998]",78ab272c-5294-494a-a2cf-7906d3206ec8,10.1016/j.jtice.2012.01.007,0.4998,328.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 328.15, '78ab272c-5294-494a-a2cf-7906d3206ec8')",1.14956,5e-05,,,,,0.4998,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.15791,5e-05,313.15,"[0.166733333333, 0.333466666667, 0.4998]",41482480-8285-4970-9f40-4c314933a606,10.1016/j.jtice.2012.01.007,0.4998,313.15,2.0,Document_1,"(0.167, 0.333, 0.5)",0.167,0.333,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '41482480-8285-4970-9f40-4c314933a606')",1.15791,5e-05,,,,,0.4998,,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.08670699999999999,0.0008670700000000001,293.15,"[0.176314596667, 0.352629193333, 0.47105621]",d1ef5ed9-40d3-4799-9814-413028d00eb7,10.1039/C5CP01493J,0.47105621,293.15,2.0,Document_1,"(0.176, 0.353, 0.471)",0.176,0.353,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'd1ef5ed9-40d3-4799-9814-413028d00eb7')",,,,,0.08670699999999999,0.0008670700000000001,0.47105621,"(0.22537170008202412, 0.6531400148480775, 0.841007805313343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0959405,0.0004797025,293.15,"[0.199266666667, 0.398533333333, 0.4022]",dbb46700-f919-48fa-9acf-c48204c642da,10.1016/j.fluid.2014.01.028,0.4022,293.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'dbb46700-f919-48fa-9acf-c48204c642da')",,,,,0.0959405,0.0004797025,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0358177,0.0001790885,313.15,"[0.199266666667, 0.398533333333, 0.4022]",ffd604cb-26d8-473c-aa10-1ac088b6f94e,10.1016/j.fluid.2014.01.028,0.4022,313.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'ffd604cb-26d8-473c-aa10-1ac088b6f94e')",,,,,0.0358177,0.0001790885,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.056467500000000004,0.0002823375,303.15,"[0.199266666667, 0.398533333333, 0.4022]",3f5b16fa-5a2b-49c5-ba09-af91af652370,10.1016/j.fluid.2014.01.028,0.4022,303.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '3f5b16fa-5a2b-49c5-ba09-af91af652370')",,,,,0.056467500000000004,0.0002823375,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1597,5e-05,323.15,"[0.199266666667, 0.398533333333, 0.4022]",0f1546e8-2e90-493c-b1e3-2089d6e6cbad,10.1016/j.fluid.2014.01.028,0.4022,323.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '0f1546e8-2e90-493c-b1e3-2089d6e6cbad')",1.1597,5e-05,,,,,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0171371,8.56855e-05,333.15,"[0.199266666667, 0.398533333333, 0.4022]",7388137a-8e3a-4a7e-98ad-e22e68723043,10.1016/j.fluid.2014.01.028,0.4022,333.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '7388137a-8e3a-4a7e-98ad-e22e68723043')",,,,,0.0171371,8.56855e-05,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1541,5e-05,333.15,"[0.199266666667, 0.398533333333, 0.4022]",c9e69a0b-c5f9-4258-82a9-d0f6591729e4,10.1016/j.fluid.2014.01.028,0.4022,333.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, 'c9e69a0b-c5f9-4258-82a9-d0f6591729e4')",1.1541,5e-05,,,,,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1709,5e-05,303.15,"[0.199266666667, 0.398533333333, 0.4022]",a9916372-17b5-4d24-8977-b070bfdb42da,10.1016/j.fluid.2014.01.028,0.4022,303.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'a9916372-17b5-4d24-8977-b070bfdb42da')",1.1709,5e-05,,,,,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1765,5e-05,293.15,"[0.199266666667, 0.398533333333, 0.4022]",c607aed6-6328-49da-8b17-389afa669c90,10.1016/j.fluid.2014.01.028,0.4022,293.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'c607aed6-6328-49da-8b17-389afa669c90')",1.1765,5e-05,,,,,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.1653,5e-05,313.15,"[0.199266666667, 0.398533333333, 0.4022]",b7d9ba89-6692-40c3-af74-d3471aec53ce,10.1016/j.fluid.2014.01.028,0.4022,313.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'b7d9ba89-6692-40c3-af74-d3471aec53ce')",1.1653,5e-05,,,,,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.024090599999999997,0.00012045300000000001,323.15,"[0.199266666667, 0.398533333333, 0.4022]",1773d6a7-9952-40ec-b60f-207a4f8df1ea,10.1016/j.fluid.2014.01.028,0.4022,323.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '1773d6a7-9952-40ec-b60f-207a4f8df1ea')",,,,,0.024090599999999997,0.00012045300000000001,0.4022,"(0.8836443049112893, 0.5240073524369634, 0.19569304285113343)",measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.163,5e-05,318.15,"[0.1999, 0.3998, 0.4003]",e9e423bb-70e0-4509-b6f6-98d1c9a4731f,10.1016/j.jtice.2012.01.007,0.4003,318.15,2.0,Document_1,"(0.2, 0.4, 0.4)",0.2,0.4,"(('Choline Chloride', 'Glycerol', 'Water'), 318.15, 'e9e423bb-70e0-4509-b6f6-98d1c9a4731f')",1.163,5e-05,,,,,0.4003,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.17127,5e-05,303.15,"[0.1999, 0.3998, 0.4003]",110cd541-1e8f-4ef9-811b-30d54f6cfcbb,10.1016/j.jtice.2012.01.007,0.4003,303.15,2.0,Document_1,"(0.2, 0.4, 0.4)",0.2,0.4,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '110cd541-1e8f-4ef9-811b-30d54f6cfcbb')",1.17127,5e-05,,,,,0.4003,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.174,5e-05,298.15,"[0.1999, 0.3998, 0.4003]",8a962338-e8c0-4245-960d-2ea700a0fb80,10.1016/j.jtice.2012.01.007,0.4003,298.15,2.0,Document_1,"(0.2, 0.4, 0.4)",0.2,0.4,"(('Choline Chloride', 'Glycerol', 'Water'), 298.15, '8a962338-e8c0-4245-960d-2ea700a0fb80')",1.174,5e-05,,,,,0.4003,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16022,5e-05,323.15,"[0.1999, 0.3998, 0.4003]",bb79c9d5-d3a0-45b6-884d-fa99c5ae6aae,10.1016/j.jtice.2012.01.007,0.4003,323.15,2.0,Document_1,"(0.2, 0.4, 0.4)",0.2,0.4,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'bb79c9d5-d3a0-45b6-884d-fa99c5ae6aae')",1.16022,5e-05,,,,,0.4003,,measured
"['Choline Chloride', 'Glycerol', 'Water']",density,1.16852,5e-05,308.15,"[0.1999, 0.3998, 0.4003]",785f0fa0-26d7-4e20-a4e6-26946c4d6111,10.1016/j.jtice.2012.01.007,0.4003,308.15,2.0,Document_1,"(0.2, 0.4, 0.4)",0.2,0.4,"(('Choline Chloride', 'Glycerol', 'Water'), 308.15, '785f0fa0-26d7-4e20-a4e6-26946c4d6111')",1.16852,5e-05,,,,,0.4003,,measured
