Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI),"Density, g/cm^3"
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,323.15,0.358,10.1016/j.jtice.2015.12.020,0.951
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,333.15,0.157,10.1016/j.jtice.2015.12.020,0.9452
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,343.15,0.0861,10.1016/j.jtice.2015.12.020,0.9389
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,353.15,0.055,10.1016/j.jtice.2015.12.020,0.932
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,313.15,2.5,10.1016/j.jtice.2015.12.020,0.9562
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,323.15,1.1,10.1016/j.jtice.2015.12.020,0.9501
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,333.15,0.619,10.1016/j.jtice.2015.12.020,0.9443
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,343.15,0.321,10.1016/j.jtice.2015.12.020,0.9383
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,353.15,0.196,10.1016/j.jtice.2015.12.020,0.9331
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,303.15,10.5,10.1016/j.jtice.2015.12.020,0.9911
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,313.15,3.48,10.1016/j.jtice.2015.12.020,0.983
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,323.15,1.58,10.1016/j.jtice.2015.12.020,0.9773
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,333.15,0.73,10.1016/j.jtice.2015.12.020,0.9701
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,343.15,0.378,10.1016/j.jtice.2015.12.020,0.9633
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,353.15,0.22,10.1016/j.jtice.2015.12.020,0.957
2,Ⅳ,0,0,0,1,0,POTASSIUM THIOCYANATE,glycerol,,0.4,0.6,,313.15,0.21125,10.1016/j.cej.2018.10.077,1.4063
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.125,0.875,,298.15,0.1177,10.1021/acs.jced.0c00579,1.143
2,Ⅴ,0,0,0,0,1,Decanoic acid,1-octanol,,0.333,0.667,,298.15,0.0188,10.1016/j.foodchem.2019.125752,0.8489
2,Ⅴ,0,0,0,0,1,betaine,"1,1,1,3,3,3-Hexafluoro-2-propanol",,0.25,0.75,,298.15,0.046,10.1016/j.foodchem.2018.09.048,1.525
2,Ⅴ,0,0,0,0,1,betaine,"1,1,1,3,3,3-Hexafluoro-2-propanol",,0.286,0.714,,298.15,0.055,10.1016/j.foodchem.2018.09.048,1.49
2,Ⅴ,0,0,0,0,1,betaine,"1,1,1,3,3,3-Hexafluoro-2-propanol",,0.333,0.667,,298.15,0.076,10.1016/j.foodchem.2018.09.048,1.476
2,Ⅴ,0,0,0,0,1,L-carnitine,"1,1,1,3,3,3-Hexafluoro-2-propanol",,0.25,0.75,,298.15,0.149,10.1016/j.foodchem.2018.09.048,1.505
2,Ⅴ,0,0,0,0,1,L-carnitine,"1,1,1,3,3,3-Hexafluoro-2-propanol",,0.286,0.714,,298.15,0.194,10.1016/j.foodchem.2018.09.048,1.542
2,Ⅴ,0,0,0,0,1,L-carnitine,"1,1,1,3,3,3-Hexafluoro-2-propanol",,0.333,0.667,,298.15,0.698,10.1016/j.foodchem.2018.09.048,1.503
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,293.15,0.3866,10.1016/j.jct.2018.12.017,1.20893
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,298.15,0.24530000000000002,10.1016/j.jct.2018.12.017,1.20508
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,303.15,0.1677,10.1016/j.jct.2018.12.017,1.20118
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,308.15,0.12040000000000001,10.1016/j.jct.2018.12.017,1.19724
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,313.15,0.0861,10.1016/j.jct.2018.12.017,1.19332
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,318.15,0.0655,10.1016/j.jct.2018.12.017,1.1894
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,323.15,0.0506,10.1016/j.jct.2018.12.017,1.1854
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,328.15,0.0396,10.1016/j.jct.2018.12.017,1.1815
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,333.15,0.031100000000000003,10.1016/j.jct.2018.12.017,1.1775
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,338.15,0.0251,10.1016/j.jct.2018.12.017,1.1735
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.167,0.833,,343.15,0.0206,10.1016/j.jct.2018.12.017,1.1696
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,298.15,1.266,10.1016/j.jct.2018.12.017,1.2014
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,298.15,1.266,10.1016/j.jct.2018.12.017,1.197
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,303.15,0.8186,10.1016/j.jct.2018.12.017,1.1979
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,308.15,0.5446,10.1016/j.jct.2018.12.017,1.19437
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,313.15,0.37460000000000004,10.1016/j.jct.2018.12.017,1.19088
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,318.15,0.2605,10.1016/j.jct.2018.12.017,1.1874
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,323.15,0.19019999999999998,10.1016/j.jct.2018.12.017,1.1839
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,328.15,0.1416,10.1016/j.jct.2018.12.017,1.1804
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,333.15,0.1075,10.1016/j.jct.2018.12.017,1.1769
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,338.15,0.0837,10.1016/j.jct.2018.12.017,1.1734
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,343.15,0.0659,10.1016/j.jct.2018.12.017,1.1699
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,298.15,1.342,10.1016/j.jct.2018.12.017,1.1583
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,298.15,1.342,10.1016/j.jct.2018.12.017,1.155
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,303.15,0.8573,10.1016/j.jct.2018.12.017,1.1547
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,308.15,0.5722999999999999,10.1016/j.jct.2018.12.017,1.1512
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,313.15,0.3936,10.1016/j.jct.2018.12.017,1.1476
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,318.15,0.2689,10.1016/j.jct.2018.12.017,1.1441
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,323.15,0.19419999999999998,10.1016/j.jct.2018.12.017,1.1406
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,328.15,0.1457,10.1016/j.jct.2018.12.017,1.1371
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,333.15,0.11109999999999999,10.1016/j.jct.2018.12.017,1.1336
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,338.15,0.0848,10.1016/j.jct.2018.12.017,1.1301
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,343.15,0.067,10.1016/j.jct.2018.12.017,1.1266
2,Ⅴ,0,0,0,0,1,betaine,glycerol,,0.333,0.667,,298.15,2.16183,10.1016/j.molliq.2022.119392,1.216
2,Ⅴ,0,0,0,0,1,betaine,propylene glycol,,0.2,0.8,,298.15,0.11997,10.1016/j.molliq.2022.119392,1.075
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,298.15,1.1817,10.1016/j.molliq.2022.119392,1.2014
2,Ⅴ,0,0,0,0,1,betaine,lactic acid,,0.333,0.667,,298.15,1.1817,10.1016/j.molliq.2022.119392,1.197
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,298.15,1.3703299999999998,10.1016/j.molliq.2022.119392,1.1583
2,Ⅴ,0,0,0,0,1,betaine,LEVULINIC ACID,,0.333,0.667,,298.15,1.3703299999999998,10.1016/j.molliq.2022.119392,1.155
2,Ⅴ,0,0,0,0,1,betaine,citric acid,,0.5,0.5,,298.15,1.46767,10.1016/j.molliq.2022.119392,1.307
2,Ⅴ,0,0,0,0,1,betaine,malic acid,,0.5,0.5,,298.15,0.46117,10.1016/j.molliq.2022.119392,1.259
2,Ⅴ,0,0,0,0,1,betaine,L-tartaric acid,,0.5,0.5,,298.15,1.43533,10.1016/j.molliq.2022.119392,1.301
2,Ⅴ,0,0,0,0,1,betaine,Pentitol,,0.333,0.667,,298.15,0.30483,10.1016/j.molliq.2022.119392,1.25
2,Ⅴ,0,0,0,0,1,betaine,D-Sorbitol,,0.333,0.667,,298.15,0.57417,10.1016/j.molliq.2022.119392,1.287
2,Ⅴ,0,0,0,0,1,betaine,D-Glucopyranose,,0.5,0.5,,298.15,0.85723,10.1016/j.molliq.2022.119392,1.28
2,Ⅴ,0,0,0,0,1,betaine,sucrose,,0.5,0.5,,298.15,4.772270000000001,10.1016/j.molliq.2022.119392,1.33
2,Ⅴ,0,0,0,0,1,L-proline,lactic acid,,0.5,0.5,,323.15,0.9974,10.1016/j.jct.2018.12.017,1.244
2,Ⅴ,0,0,0,0,1,L-proline,lactic acid,,0.5,0.5,,328.15,0.6751,10.1016/j.jct.2018.12.017,1.24049
2,Ⅴ,0,0,0,0,1,L-proline,lactic acid,,0.5,0.5,,333.15,0.4724,10.1016/j.jct.2018.12.017,1.237
2,Ⅴ,0,0,0,0,1,L-proline,lactic acid,,0.5,0.5,,338.15,0.3389,10.1016/j.jct.2018.12.017,1.23356
2,Ⅴ,0,0,0,0,1,L-proline,lactic acid,,0.5,0.5,,343.15,0.24609999999999999,10.1016/j.jct.2018.12.017,1.23014
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,303.15,0.955,10.1016/j.jct.2018.12.017,1.19351
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,308.15,0.6361,10.1016/j.jct.2018.12.017,1.1898
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,313.15,0.4325,10.1016/j.jct.2018.12.017,1.186
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,318.15,0.301,10.1016/j.jct.2018.12.017,1.1824
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,323.15,0.2196,10.1016/j.jct.2018.12.017,1.1787
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,328.15,0.16090000000000002,10.1016/j.jct.2018.12.017,1.175
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,333.15,0.1243,10.1016/j.jct.2018.12.017,1.1713
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,338.15,0.0945,10.1016/j.jct.2018.12.017,1.1677
2,Ⅴ,0,0,0,0,1,L-proline,LEVULINIC ACID,,0.333,0.667,,343.15,0.0734,10.1016/j.jct.2018.12.017,1.164
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,293.15,0.012886,10.1021/acssuschemeng.7b04235,0.898
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,293.15,0.012886,10.1021/acssuschemeng.7b04235,0.89752
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,298.15,0.010756,10.1021/acssuschemeng.7b04235,0.894
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,298.15,0.010756,10.1021/acssuschemeng.7b04235,0.89329
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,303.15,0.009199,10.1021/acssuschemeng.7b04235,0.889
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,303.15,0.009199,10.1021/acssuschemeng.7b04235,0.88949
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,308.15,0.007939,10.1021/acssuschemeng.7b04235,0.886
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,308.15,0.007939,10.1021/acssuschemeng.7b04235,0.88569
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,313.15,0.006909,10.1021/acssuschemeng.7b04235,0.882
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,313.15,0.006909,10.1021/acssuschemeng.7b04235,0.88194
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,318.15,0.006059,10.1021/acssuschemeng.7b04235,0.879
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,318.15,0.006059,10.1021/acssuschemeng.7b04235,0.87511
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,318.15,0.006059,10.1021/acssuschemeng.7b04235,0.85549
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,323.15,0.0053490000000000005,10.1021/acssuschemeng.7b04235,0.875
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,323.15,0.0053490000000000005,10.1021/acssuschemeng.7b04235,0.87434
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,328.15,0.004753,10.1021/acssuschemeng.7b04235,0.871
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,328.15,0.004753,10.1021/acssuschemeng.7b04235,0.87056
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,333.15,0.004247,10.1021/acssuschemeng.7b04235,0.867
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,333.15,0.004247,10.1021/acssuschemeng.7b04235,0.86679
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,338.15,0.003815,10.1021/acssuschemeng.7b04235,0.864
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,338.15,0.003815,10.1021/acssuschemeng.7b04235,0.86303
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,343.15,0.003443,10.1021/acssuschemeng.7b04235,0.86
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,343.15,0.003443,10.1021/acssuschemeng.7b04235,0.85926
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,348.15,0.003121,10.1021/acssuschemeng.7b04235,0.856
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,353.15,0.002839,10.1021/acssuschemeng.7b04235,0.852
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.667,0.333,,353.15,0.002839,10.1021/acssuschemeng.7b04235,0.85175
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,293.15,0.010115,10.1021/acssuschemeng.7b04235,0.901
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,298.15,0.008636,10.1021/acssuschemeng.7b04235,0.897
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,303.15,0.007443,10.1021/acssuschemeng.7b04235,0.893
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,308.15,0.00647,10.1021/acssuschemeng.7b04235,0.89
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,313.15,0.0056689999999999996,10.1021/acssuschemeng.7b04235,0.886
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,318.15,0.0050030000000000005,10.1021/acssuschemeng.7b04235,0.882
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,323.15,0.004444,10.1021/acssuschemeng.7b04235,0.878
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,328.15,0.003971,10.1021/acssuschemeng.7b04235,0.874
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,333.15,0.0035670000000000003,10.1021/acssuschemeng.7b04235,0.87
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,338.15,0.003221,10.1021/acssuschemeng.7b04235,0.866
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,343.15,0.002921,10.1021/acssuschemeng.7b04235,0.863
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,348.15,0.00266,10.1021/acssuschemeng.7b04235,0.859
2,Ⅴ,0,0,0,0,1,NONANOIC ACID,lauric acid,,0.75,0.25,,353.15,0.002432,10.1021/acssuschemeng.7b04235,0.855
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,293.15,0.008223000000000001,10.1021/acssuschemeng.7b04235,0.904
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,298.15,0.007085,10.1021/acssuschemeng.7b04235,0.901
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,303.15,0.006158,10.1021/acssuschemeng.7b04235,0.897
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,308.15,0.005394,10.1021/acssuschemeng.7b04235,0.893
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,313.15,0.004759,10.1021/acssuschemeng.7b04235,0.889
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,318.15,0.004227000000000001,10.1021/acssuschemeng.7b04235,0.885
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,323.15,0.003777,10.1021/acssuschemeng.7b04235,0.881
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,328.15,0.0033929999999999997,10.1021/acssuschemeng.7b04235,0.877
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,333.15,0.003063,10.1021/acssuschemeng.7b04235,0.873
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,338.15,0.002779,10.1021/acssuschemeng.7b04235,0.869
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,343.15,0.0025310000000000003,10.1021/acssuschemeng.7b04235,0.865
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,348.15,0.002314,10.1021/acssuschemeng.7b04235,0.861
2,Ⅴ,0,0,0,0,1,octanoic acid,lauric acid,,0.75,0.25,,353.15,0.002124,10.1021/acssuschemeng.7b04235,0.858
2,Ⅴ,0,0,0,0,1,Decanoic acid,ATROPINE,,0.667,0.333,,298.0,5.985,10.1021/acssuschemeng.8b03520,1.0265
2,Ⅴ,0,0,0,0,1,Decanoic acid,lidocaine,,0.667,0.333,,298.0,0.36060000000000003,10.1021/acssuschemeng.8b03520,0.9613
2,Ⅴ,0,0,0,0,1,Decanoic acid,MENTHOL,,0.333,0.667,,298.0,0.02767,10.1021/acssuschemeng.8b03520,0.89951
2,Ⅴ,0,0,0,0,1,Decanoic acid,MENTHOL,,0.5,0.5,,298.0,0.020030000000000003,10.1021/acssuschemeng.8b03520,0.89977
2,Ⅴ,0,0,0,0,1,lauric acid,ATROPINE,,0.667,0.333,,298.0,5.5995,10.1021/acssuschemeng.8b03520,1.00875
2,Ⅴ,0,0,0,0,1,lauric acid,lidocaine,,0.667,0.333,,298.0,0.37055,10.1021/acssuschemeng.8b03520,0.9495
2,Ⅴ,0,0,0,0,1,MENTHOL,1-NAPHTHOL,,0.667,0.333,,298.0,0.12090000000000001,10.1021/acssuschemeng.8b03520,0.9711
2,Ⅴ,0,0,0,0,1,MENTHOL,1-TETRADECANOL,,0.667,0.333,,298.0,0.043859999999999996,10.1021/acssuschemeng.8b03520,0.87206
2,Ⅴ,0,0,0,0,1,MENTHOL,lidocaine,,0.667,0.333,,298.0,0.06805,10.1021/acssuschemeng.8b03520,0.93918
2,Ⅴ,0,0,0,0,1,THYMOL,"1,2-Decanediol",,0.667,0.333,,298.0,0.06425,10.1021/acssuschemeng.8b03520,0.95233
2,Ⅴ,0,0,0,0,1,THYMOL,ATROPINE,,0.667,0.333,,298.0,86.8,10.1021/acssuschemeng.8b03520,1.06229
2,Ⅴ,0,0,0,0,1,THYMOL,coumarin,,0.5,0.5,,298.0,0.02916,10.1021/acssuschemeng.8b03520,1.0918
2,Ⅴ,0,0,0,0,1,THYMOL,coumarin,,0.667,0.333,,298.0,0.03135,10.1021/acssuschemeng.8b03520,1.05047
2,Ⅴ,0,0,0,0,1,THYMOL,lidocaine,,0.5,0.5,,298.0,0.17715,10.1021/acssuschemeng.8b03520,0.99312
2,Ⅴ,0,0,0,0,1,THYMOL,lidocaine,,0.667,0.333,,298.0,0.12204999999999999,10.1021/acssuschemeng.8b03520,0.98908
2,Ⅴ,0,0,0,0,1,THYMOL,MENTHOL,,0.333,0.667,,298.0,0.06785,10.1021/acssuschemeng.8b03520,0.92384
2,Ⅴ,0,0,0,0,1,THYMOL,MENTHOL,,0.5,0.5,,298.0,0.05314,10.1021/acssuschemeng.8b03520,0.93656
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,298.15,0.01228,10.1016/j.seppur.2019.115703,0.8922
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,303.15,0.01057,10.1016/j.seppur.2019.115703,0.8886
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,308.15,0.009182000000000001,10.1016/j.seppur.2019.115703,0.885
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,313.15,0.007972,10.1016/j.seppur.2019.115703,0.8816
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,318.15,0.00701,10.1016/j.seppur.2019.115703,0.878
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,323.15,0.006114,10.1016/j.seppur.2019.115703,0.8744
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,328.15,0.005468,10.1016/j.seppur.2019.115703,0.8707
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,333.15,0.004932000000000001,10.1016/j.seppur.2019.115703,0.8669
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,338.15,0.004457,10.1016/j.seppur.2019.115703,0.8632
2,Ⅴ,0,0,0,0,1,Decanoic acid,lauric acid,,0.333,0.667,,343.15,0.004057000000000001,10.1016/j.seppur.2019.115703,0.8594
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,293.15,0.020489999999999998,10.1016/j.seppur.2019.115703,0.9
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,293.15,0.020489999999999998,10.1016/j.seppur.2019.115703,0.9009
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,298.15,0.01598,10.1016/j.seppur.2019.115703,0.8964
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,298.15,0.01598,10.1016/j.seppur.2019.115703,0.94
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,298.15,0.01598,10.1016/j.seppur.2019.115703,0.935
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,298.15,0.01598,10.1016/j.seppur.2019.115703,0.9205
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,303.15,0.01275,10.1016/j.seppur.2019.115703,0.8927
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,303.15,0.01275,10.1016/j.seppur.2019.115703,0.8935
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,308.15,0.01034,10.1016/j.seppur.2019.115703,0.889
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,313.15,0.008503,10.1016/j.seppur.2019.115703,0.8853
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,313.15,0.008503,10.1016/j.seppur.2019.115703,0.8861
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,318.15,0.0070869999999999995,10.1016/j.seppur.2019.115703,0.8816
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,323.15,0.005972000000000001,10.1016/j.seppur.2019.115703,0.8779
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,323.15,0.005972000000000001,10.1016/j.seppur.2019.115703,0.8786
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,328.15,0.005089000000000001,10.1016/j.seppur.2019.115703,0.8742
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,333.15,0.0043890000000000005,10.1016/j.seppur.2019.115703,0.8704
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,333.15,0.0043890000000000005,10.1016/j.seppur.2019.115703,0.871
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,338.15,0.00381,10.1016/j.seppur.2019.115703,0.8667
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,343.15,0.0033410000000000002,10.1016/j.seppur.2019.115703,0.863
2,Ⅴ,0,0,0,0,1,MENTHOL,Decanoic acid,,0.5,0.5,,343.15,0.0033410000000000002,10.1016/j.seppur.2019.115703,0.8634
