Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI),"Density, g/cm^3"
2,Ⅰ,1,0,0,0,0,zinc;dichloride,Benzyltributylammonium chloride,,0.667,0.333,,298.0,0.0135,10.13140/RG.2.2.13424.10245,1.0014
2,Ⅲ,0,0,1,0,0,1-Ethyl-3-methylimidazolium chloride,"1,2,4-TRIAZOLE",,0.5,0.5,,313.2,0.0347,10.1021/acssuschemeng.0c04215,1.16822
2,Ⅲ,0,0,1,0,0,1-Ethyl-3-methylimidazolium chloride,1H-Benzotriazole,,0.5,0.5,,313.2,0.07529999999999999,10.1021/acssuschemeng.0c04215,1.4666
2,Ⅲ,0,0,1,0,0,1-Ethyl-3-methylimidazolium chloride,1H-Tetrazole,,0.5,0.5,,313.2,0.0446,10.1021/acssuschemeng.0c04215,1.16062
2,Ⅲ,0,0,1,0,0,1-Ethyl-3-methylimidazolium chloride,BENZIMIDAZOLE,,0.5,0.5,,313.2,0.8254,10.1021/acssuschemeng.0c04215,1.1985
2,Ⅲ,0,0,1,0,0,1-Ethyl-3-methylimidazolium chloride,imidazole,,0.5,0.5,,313.2,0.31739999999999996,10.1021/acssuschemeng.0c04215,1.14956
2,Ⅲ,0,0,1,0,0,1-Ethyl-3-methylimidazolium chloride,phenol,,0.5,0.5,,313.2,0.058,10.1021/acssuschemeng.0c04215,1.11071
2,Ⅲ,0,0,1,0,0,1-Ethyl-3-methylimidazolium chloride,SUCCINIMIDE,,0.5,0.5,,313.2,0.0593,10.1021/acssuschemeng.0c04215,1.12093
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.143,0.857,,293.15,1.772,10.1021/acssuschemeng.9b03245,1.2982
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.143,0.857,,303.15,0.7162000000000001,10.1021/acssuschemeng.9b03245,1.2917
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.143,0.857,,313.15,0.3307,10.1021/acssuschemeng.9b03245,1.2851
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.143,0.857,,323.15,0.165,10.1021/acssuschemeng.9b03245,1.2786
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.143,0.857,,333.15,0.0891,10.1021/acssuschemeng.9b03245,1.272
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.143,0.857,,343.15,0.0518,10.1021/acssuschemeng.9b03245,1.2654
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.143,0.857,,353.15,0.0314,10.1021/acssuschemeng.9b03245,1.2587
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.167,0.833,,293.15,1.586,10.1021/acssuschemeng.9b03245,1.2983
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.167,0.833,,303.15,0.6551,10.1021/acssuschemeng.9b03245,1.2918
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.167,0.833,,313.15,0.30019999999999997,10.1021/acssuschemeng.9b03245,1.2854
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.167,0.833,,323.15,0.1517,10.1021/acssuschemeng.9b03245,1.2788
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.167,0.833,,333.15,0.0837,10.1021/acssuschemeng.9b03245,1.2725
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.167,0.833,,343.15,0.0485,10.1021/acssuschemeng.9b03245,1.2656
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.167,0.833,,353.15,0.0297,10.1021/acssuschemeng.9b03245,1.2589
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.2,0.8,,293.15,1.571,10.1021/acssuschemeng.9b03245,1.3085
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.2,0.8,,303.15,0.644,10.1021/acssuschemeng.9b03245,1.302
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.2,0.8,,313.15,0.29669999999999996,10.1021/acssuschemeng.9b03245,1.2955
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.2,0.8,,323.15,0.14780000000000001,10.1021/acssuschemeng.9b03245,1.289
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.2,0.8,,333.15,0.07959999999999999,10.1021/acssuschemeng.9b03245,1.2823
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.2,0.8,,343.15,0.0456,10.1021/acssuschemeng.9b03245,1.2757
2,Ⅲ,0,0,1,0,0,"1-hydroxyethyl-1,4-dimethyl-piperazinium bromide",glycerol,,0.2,0.8,,353.15,0.0282,10.1021/acssuschemeng.9b03245,1.269
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,"1,2,4-TRIAZOLE",,0.5,0.5,,303.15,0.30469,10.1021/acs.iecr.7b02478,1.1293
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,"1,2,4-TRIAZOLE",,0.5,0.5,,313.15,0.15371,10.1021/acs.iecr.7b02478,1.1249
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,"1,2,4-TRIAZOLE",,0.5,0.5,,323.15,0.08306000000000001,10.1021/acs.iecr.7b02478,1.1193
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,"1,2,4-TRIAZOLE",,0.5,0.5,,333.15,0.046479999999999994,10.1021/acs.iecr.7b02478,1.1133
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,"1,2,4-TRIAZOLE",,0.5,0.5,,343.15,0.02773,10.1021/acs.iecr.7b02478,1.1081
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,"1,2,4-TRIAZOLE",,0.5,0.5,,353.15,0.01451,10.1021/acs.iecr.7b02478,1.1037
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,"1,2,4-TRIAZOLE",,0.5,0.5,,363.15,0.008369999999999999,10.1021/acs.iecr.7b02478,1.1002
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.25,0.75,,303.15,0.33598,10.1021/acs.iecr.7b02478,1.1557
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.25,0.75,,313.15,0.18919,10.1021/acs.iecr.7b02478,1.1517
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.25,0.75,,323.15,0.0988,10.1021/acs.iecr.7b02478,1.1456
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.25,0.75,,333.15,0.05792,10.1021/acs.iecr.7b02478,1.1421
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.25,0.75,,343.15,0.03577,10.1021/acs.iecr.7b02478,1.1384
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.25,0.75,,353.15,0.02574,10.1021/acs.iecr.7b02478,1.1326
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.25,0.75,,363.15,0.01768,10.1021/acs.iecr.7b02478,1.1285
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.333,0.667,,303.15,0.0051600000000000005,10.1021/acs.iecr.7b02478,1.1206
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.333,0.667,,313.15,0.00231,10.1021/acs.iecr.7b02478,1.1141
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.333,0.667,,323.15,44.774,10.1021/acs.iecr.7b02478,1.1092
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.333,0.667,,333.15,0.00065,10.1021/acs.iecr.7b02478,1.1026
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.333,0.667,,343.15,0.00022,10.1021/acs.iecr.7b02478,1.0987
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.333,0.667,,353.15,0.00015,10.1021/acs.iecr.7b02478,1.0935
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.333,0.667,,363.15,0.00013000000000000002,10.1021/acs.iecr.7b02478,1.0895
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.4,0.6,,303.15,0.006809999999999999,10.1021/acs.iecr.7b02478,1.1293
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.4,0.6,,313.15,0.0050999999999999995,10.1021/acs.iecr.7b02478,1.1249
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.4,0.6,,323.15,0.00352,10.1021/acs.iecr.7b02478,1.1193
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.4,0.6,,333.15,0.00123,10.1021/acs.iecr.7b02478,1.1133
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.4,0.6,,343.15,0.00078,10.1021/acs.iecr.7b02478,1.1081
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.4,0.6,,353.15,0.0005600000000000001,10.1021/acs.iecr.7b02478,1.1037
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,imidazole,,0.4,0.6,,363.15,0.00023999999999999998,10.1021/acs.iecr.7b02478,1.1002
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,293.15,0.13423,10.1016/j.molliq.2016.07.039,1.142
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,303.15,0.07914,10.1016/j.molliq.2016.07.039,1.13483
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,303.15,0.07914,10.1016/j.molliq.2016.07.039,1.1346
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,313.15,0.04776,10.1016/j.molliq.2016.07.039,1.12749
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,313.15,0.04776,10.1016/j.molliq.2016.07.039,1.1276
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,323.15,0.03129,10.1016/j.molliq.2016.07.039,1.12036
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,323.15,0.03129,10.1016/j.molliq.2016.07.039,1.1209
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,333.15,44.612,10.1016/j.molliq.2016.07.039,1.1137
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,333.15,44.612,10.1016/j.molliq.2016.07.039,1.1138
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,293.15,0.16452,10.1016/j.molliq.2016.07.039,1.1444
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,303.15,0.08588,10.1016/j.molliq.2016.07.039,1.13687
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,303.15,0.08588,10.1016/j.molliq.2016.07.039,1.1369
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,313.15,0.04675,10.1016/j.molliq.2016.07.039,1.12943
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,313.15,0.04675,10.1016/j.molliq.2016.07.039,1.1144
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,323.15,0.03158,10.1016/j.molliq.2016.07.039,1.12182
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,333.15,0.02147,10.1016/j.molliq.2016.07.039,1.11441
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,LEVULINIC ACID,,0.25,0.75,,333.15,0.02147,10.1016/j.molliq.2016.07.039,1.1294
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,,0.25,0.75,,293.15,0.13007,10.1016/j.molliq.2016.07.039,1.09741
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,,0.25,0.75,,303.15,0.06981,10.1016/j.molliq.2016.07.039,1.0903
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,,0.25,0.75,,313.15,0.03907,10.1016/j.molliq.2016.07.039,1.08328
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,,0.25,0.75,,323.15,44.769,10.1016/j.molliq.2016.07.039,1.07612
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM CHLORIDE,LEVULINIC ACID,,0.25,0.75,,333.15,0.01871,10.1016/j.molliq.2016.07.039,1.0692
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,,0.25,0.75,,293.15,0.14895,10.1016/j.molliq.2016.07.039,1.17735
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,,0.25,0.75,,303.15,0.07698,10.1016/j.molliq.2016.07.039,1.16985
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,,0.25,0.75,,313.15,0.04242,10.1016/j.molliq.2016.07.039,1.16219
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,,0.25,0.75,,323.15,0.02881,10.1016/j.molliq.2016.07.039,1.15456
2,Ⅲ,0,0,1,0,0,TETRAETHYLAMMONIUM BROMIDE,LEVULINIC ACID,,0.25,0.75,,333.15,0.019739999999999997,10.1016/j.molliq.2016.07.039,1.14737
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,LEVULINIC ACID,,0.25,0.75,,293.15,0.12168000000000001,10.1016/j.molliq.2016.07.039,1.03453
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,LEVULINIC ACID,,0.25,0.75,,303.15,0.06559000000000001,10.1016/j.molliq.2016.07.039,1.02729
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,LEVULINIC ACID,,0.25,0.75,,313.15,0.03666,10.1016/j.molliq.2016.07.039,1.02026
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,LEVULINIC ACID,,0.25,0.75,,323.15,0.02546,10.1016/j.molliq.2016.07.039,1.01307
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,LEVULINIC ACID,,0.25,0.75,,333.15,0.01747,10.1016/j.molliq.2016.07.039,1.006
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,LEVULINIC ACID,,0.25,0.75,,293.15,0.3765,10.1016/j.molliq.2016.07.039,1.10089
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,LEVULINIC ACID,,0.25,0.75,,303.15,0.1751,10.1016/j.molliq.2016.07.039,1.09352
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,LEVULINIC ACID,,0.25,0.75,,313.15,0.09387999999999999,10.1016/j.molliq.2016.07.039,1.0862
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,LEVULINIC ACID,,0.25,0.75,,323.15,0.053380000000000004,10.1016/j.molliq.2016.07.039,1.07877
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,LEVULINIC ACID,,0.25,0.75,,333.15,0.03385,10.1016/j.molliq.2016.07.039,1.07205
2,Ⅲ,0,0,1,0,0,Trimethylamine hydrochloride,LEVULINIC ACID,,0.25,0.75,,293.15,0.07402,10.1016/j.molliq.2016.07.039,1.11585
2,Ⅲ,0,0,1,0,0,Trimethylamine hydrochloride,LEVULINIC ACID,,0.25,0.75,,303.15,0.04225,10.1016/j.molliq.2016.07.039,1.10822
2,Ⅲ,0,0,1,0,0,Trimethylamine hydrochloride,LEVULINIC ACID,,0.25,0.75,,313.15,0.02557,10.1016/j.molliq.2016.07.039,1.10066
2,Ⅲ,0,0,1,0,0,Trimethylamine hydrochloride,LEVULINIC ACID,,0.25,0.75,,323.15,0.01771,10.1016/j.molliq.2016.07.039,1.09305
2,Ⅲ,0,0,1,0,0,Trimethylamine hydrochloride,LEVULINIC ACID,,0.25,0.75,,333.15,0.0127,10.1016/j.molliq.2016.07.039,1.08536
2,Ⅲ,0,0,1,0,0,Ethylamine hydrochloride,Trifluoroacetamide,,0.4,0.6,,313.15,0.256,10.1002/cphc.200500489,1.273
2,Ⅲ,0,0,1,0,0,Ethylamine hydrochloride,acetamide,,0.4,0.6,,313.15,0.064,10.1002/cphc.200500489,1.041
2,Ⅲ,0,0,1,0,0,Ethylamine hydrochloride,urea,,0.4,0.6,,313.15,0.128,10.1002/cphc.200500489,1.14
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,Trifluoroacetamide,,0.3333,0.6667,,313.15,0.077,10.1002/cphc.200500489,1.342
2,Ⅲ,0,0,1,0,0,ACETYLCHOLINE CHLORIDE,urea,,0.3333,0.6667,,313.15,2.214,10.1002/cphc.200500489,1.206
2,Ⅲ,0,0,1,0,0,CHOLINE CHLORIDE,urea,,0.3333,0.6667,,313.15,0.169,10.1002/cphc.200500489,1.24
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,293.15,0.21318,10.1016/j.molliq.2017.06.024,1.2011
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,298.15,0.15075999999999998,10.1016/j.molliq.2017.06.024,1.1975
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,303.15,0.10911,10.1016/j.molliq.2017.06.024,1.1938
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,308.15,0.081109,10.1016/j.molliq.2017.06.024,1.1901
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,313.15,0.061797,10.1016/j.molliq.2017.06.024,1.1864
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,318.15,0.047982,10.1016/j.molliq.2017.06.024,1.1827
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,323.15,0.037868,10.1016/j.molliq.2017.06.024,1.179
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,328.15,0.030341999999999997,10.1016/j.molliq.2017.06.024,1.1754
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,333.15,0.024722,10.1016/j.molliq.2017.06.024,1.1717
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,338.15,0.020402,10.1016/j.molliq.2017.06.024,1.1679
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.2,0.8,,343.15,0.017138999999999998,10.1016/j.molliq.2017.06.024,1.1679
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,293.15,0.07091599999999999,10.1016/j.molliq.2017.06.024,1.1599
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,298.15,0.053415,10.1016/j.molliq.2017.06.024,1.1599
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,303.15,0.041112,10.1016/j.molliq.2017.06.024,1.1563
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,308.15,0.032268,10.1016/j.molliq.2017.06.024,1.149
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,313.15,0.025802,10.1016/j.molliq.2017.06.024,1.1453
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,318.15,0.020960999999999997,10.1016/j.molliq.2017.06.024,1.1417
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,323.15,0.017268000000000002,10.1016/j.molliq.2017.06.024,1.138
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,328.15,0.014431,10.1016/j.molliq.2017.06.024,1.1344
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,333.15,0.012176,10.1016/j.molliq.2017.06.024,1.1307
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0909,0.9091,,338.15,0.01039,10.1016/j.molliq.2017.06.024,1.127
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,293.15,0.05719,10.1016/j.molliq.2017.06.024,1.1463
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,298.15,0.043590000000000004,10.1016/j.molliq.2017.06.024,1.1427
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,303.15,0.03368,10.1016/j.molliq.2017.06.024,1.1391
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,308.15,0.026690000000000002,10.1016/j.molliq.2017.06.024,1.1355
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,313.15,0.02174,10.1016/j.molliq.2017.06.024,1.1319
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,318.15,0.01783,10.1016/j.molliq.2017.06.024,1.1282
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,323.15,0.01479,10.1016/j.molliq.2017.06.024,1.1246
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,328.15,0.01243,10.1016/j.molliq.2017.06.024,1.121
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,333.15,0.01057,10.1016/j.molliq.2017.06.024,1.1173
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,338.15,0.009082000000000002,10.1016/j.molliq.2017.06.024,1.1136
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,DIETHYLENE GLYCOL,,0.0588,0.9412,,343.15,0.00787,10.1016/j.molliq.2017.06.024,1.1099
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,293.15,0.23375,10.1016/j.molliq.2017.06.024,1.1908
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,298.15,0.16652,10.1016/j.molliq.2017.06.024,1.1871
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,303.15,0.12164,10.1016/j.molliq.2017.06.024,1.1834
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,308.15,0.090906,10.1016/j.molliq.2017.06.024,1.1797
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,313.15,0.069365,10.1016/j.molliq.2017.06.024,1.1761
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,318.15,0.053992,10.1016/j.molliq.2017.06.024,1.1724
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,323.15,0.042726999999999994,10.1016/j.molliq.2017.06.024,1.1687
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,328.15,0.034351999999999994,10.1016/j.molliq.2017.06.024,1.165
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,333.15,0.028074,10.1016/j.molliq.2017.06.024,1.1613
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,338.15,0.023177,10.1016/j.molliq.2017.06.024,1.1576
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.2,0.8,,343.15,0.019402000000000003,10.1016/j.molliq.2017.06.024,1.1576
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,293.15,0.09528700000000001,10.1016/j.molliq.2017.06.024,1.1592
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,298.15,0.07169199999999999,10.1016/j.molliq.2017.06.024,1.1555
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,TRIETHYLENE GLYCOL,,0.0909,0.9091,,303.15,0.054826,10.1016/j.molliq.2017.06.024,1.1517
