Compound 1;Compound 2;Compound 3;Molar Fraction 1;Molar Fraction 2;Molar Fraction 3;Property;Property Name;Standard Deviation Viscosity;Parameter;Type;Storage;Comment
Betaine;Ethylene glycol;Water;0,25;0,75;0;51,42333;Polarity;0,261596;38;Time;closed;Bet-EG (1:3)_0% H2O
Betaine;Ethylene glycol;Water;0,25;0,75;0;51,33183;Polarity;0,390992;7;Time;fridge;Bet-EG (1:3)_0% H2O
Betaine;Ethylene glycol;Water;0,25;0,75;0;51,51548;Polarity;0,131268;14;Time;fridge;Bet-EG (1:3)_0% H2O
Betaine;Ethylene glycol;Water;0,25;0,75;0;51,42266;Polarity;0;39;Time;fridge;Bet-EG (1:3)_0% H2O
Betaine;Ethylene glycol;Water;0,25;0,75;0;51,56181;Polarity;0,065752;7;Time;open;Bet-EG (1:3)_0% H2O
Betaine;Ethylene glycol;Water;0,25;0,75;0;51,19351;Polarity;0,324076;14;Time;open;Bet-EG (1:3)_0% H2O
Betaine;Ethylene glycol;Water;0,25;0,75;0;51,3363;Polarity;0,782052;40;Time;open;Bet-EG (1:3)_0% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;16,89;Viscosity;0,074432;0;Time;none;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;16,98;Viscosity;0,0855;7;Time;closed;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;17,48;Viscosity;0,134258;14;Time;closed;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;16,89;Viscosity;0,316118;38;Time;closed;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;17,44;Viscosity;0,513831;7;Time;fridge;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;16,87;Viscosity;0,219989;14;Time;fridge;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;16,75;Viscosity;0,003928;38;Time;fridge;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;16,14;Viscosity;1,230738;7;Time;open;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;17,43;Viscosity;0,035355;14;Time;open;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;18,21;Viscosity;0,011785;40;Time;open;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,7833;Polarity;0;0;Time;none;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,51555;Polarity;0,378656;7;Time;closed;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;51,05601;Polarity;0,257872;14;Time;closed;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,82945;Polarity;0,319483;38;Time;closed;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,25168;Polarity;0,624487;7;Time;fridge;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,4252;Polarity;0,125771;14;Time;fridge;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,87367;Polarity;0;39;Time;fridge;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,87431;Polarity;0,25604;7;Time;open;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,60497;Polarity;0,379998;14;Time;open;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,095;0,286;0,619;50,69342;Polarity;0,127112;40;Time;open;Bet-EG (1:3)_20% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;5,81;Viscosity;0,0361;0;Time;none;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;5,83;Viscosity;0,104205;7;Time;closed;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;7,09;Viscosity;1,210424;14;Time;closed;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;5,84;Viscosity;0,079492;38;Time;closed;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;5,74;Viscosity;0,216509;7;Time;fridge;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;6,17;Viscosity;0,661773;14;Time;fridge;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;5,69;Viscosity;0,099318;38;Time;fridge;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;6,48;Viscosity;0,438492;7;Time;open;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;7,03;Viscosity;0,331352;14;Time;open;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;7,08;Viscosity;0,106164;40;Time;open;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;50,15965;Polarity;0;0;Time;none;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;49,59414;Polarity;0,06083;7;Time;closed;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;50,20373;Polarity;0,062334;14;Time;closed;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;49,98442;Polarity;0,123582;38;Time;closed;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;49,0833;Polarity;0,059583;7;Time;fridge;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;49,98427;Polarity;0;14;Time;fridge;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;50,11665;Polarity;0,310586;39;Time;fridge;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;49,94248;Polarity;0,431795;7;Time;open;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;49,8101;Polarity;0;14;Time;open;Bet-EG (1:3)_40% H2O
Betaine;Ethylene glycol;Water;0,046;0,138;0,816;50,02895;Polarity;0,3095;40;Time;open;Bet-EG (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;971,34;Viscosity;44,32443;0;Time;none;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;919,58;Viscosity;27,61438;7;Time;closed;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;999,58;Viscosity;28,13541;14;Time;closed;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;720,87;Viscosity;140,7887;38;Time;closed;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;839,24;Viscosity;5,098612;7;Time;fridge;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;crystallized;Viscosity;;14;Time;fridge;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;crystallized;Viscosity;;38;Time;fridge;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;921,45;Viscosity;42,91022;7;Time;open;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;867,47;Viscosity;37,43944;14;Time;open;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;788,39;Viscosity;8,894659;40;Time;open;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;50,6947;Polarity;0,381346;0;Time;none;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;51,10429;Polarity;0,581279;7;Time;closed;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;50,82848;Polarity;0,063895;14;Time;closed;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;51,00985;Polarity;0,064352;38;Time;closed;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;50,69326;Polarity;0;7;Time;fridge;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;crystallized;Polarity;;14;Time;fridge;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;crystallized;Polarity;;39;Time;fridge;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;51,33051;Polarity;0,130327;7;Time;open;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;51,14735;Polarity;0,258795;14;Time;open;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,25;0,75;0;51,51548;Polarity;0,131268;40;Time;open;TBAC-Gly (1:3)_0% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;70,84;Viscosity;1,75288;0;Time;none;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;68,07;Viscosity;2,541863;7;Time;closed;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;66,66;Viscosity;0,174916;14;Time;closed;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;65,66;Viscosity;2,23669;38;Time;closed;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;68,56;Viscosity;0,312616;7;Time;fridge;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;67,52;Viscosity;0,387048;14;Time;fridge;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;61,26;Viscosity;3,434374;38;Time;fridge;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;71,42;Viscosity;0,107927;7;Time;open;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;70,11;Viscosity;0,312616;14;Time;open;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;92,91;Viscosity;7,479825;40;Time;open;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;49,94095;Polarity;0,185049;0;Time;none;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;49,68332;Polarity;0,549405;7;Time;closed;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;50,78346;Polarity;0,127564;14;Time;closed;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;50,562;Polarity;0,569009;38;Time;closed;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;50,51429;Polarity;0,126216;7;Time;fridge;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;50,60417;Polarity;0,253328;14;Time;fridge;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;50,87367;Polarity;0;39;Time;fridge;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;50,47053;Polarity;0,314987;7;Time;open;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;50,91901;Polarity;0,064123;14;Time;open;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,094;0,282;0,624;50,7833;Polarity;0;40;Time;open;TBAC-Gly (1:3)_20% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;14,47;Viscosity;0,48381;0;Time;none;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;14,37;Viscosity;0,210039;7;Time;closed;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;14,91;Viscosity;0,08695;14;Time;closed;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;14,54;Viscosity;0,075746;38;Time;closed;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;15,22;Viscosity;0,167035;7;Time;fridge;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;14,54;Viscosity;0,02233;14;Time;fridge;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;14,17;Viscosity;0,037216;38;Time;fridge;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;15,53;Viscosity;0,089319;7;Time;open;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;15,88;Viscosity;0,189802;14;Time;open;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;20,55;Viscosity;1,041176;40;Time;open;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;49,51004;Polarity;0,42435;0;Time;none;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;48,70698;Polarity;0;7;Time;closed;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;49,59503;Polarity;0,304154;14;Time;closed;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;49,76679;Polarity;0,061254;38;Time;closed;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;49,76709;Polarity;0,183763;7;Time;fridge;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;49,89719;Polarity;0,123151;14;Time;fridge;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;50,11665;Polarity;0,310586;39;Time;fridge;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;49,72348;Polarity;0;7;Time;open;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;50,02803;Polarity;0,061899;14;Time;open;TBAC-Gly (1:3)_40% H2O
Tetrabutylammonium chloride;Glycerol;Water;0,045;0,135;0,82;50,7833;Polarity;0;40;Time;open;TBAC-Gly (1:3)_40% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;157,95;Viscosity;7,815391;0;Time;none;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;139,26;Viscosity;10,79268;7;Time;closed;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;147,66;Viscosity;12,31854;14;Time;closed;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;143,87;Viscosity;8,373633;38;Time;closed;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;159,87;Viscosity;14,99811;7;Time;fridge;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;crystallized;Viscosity;;14;Time;fridge;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;crystallized;Viscosity;;38;Time;fridge;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;157,42;Viscosity;16,22624;7;Time;open;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;158,21;Viscosity;5,433557;14;Time;open;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;157,52;Viscosity;12,58741;40;Time;open;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;52,50877;Polarity;0,06819;0;Time;none;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;53,89832;Polarity;0,646573;7;Time;closed;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;51,88946;Polarity;0,133181;14;Time;closed;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;52,26891;Polarity;0,135136;38;Time;closed;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;52,46073;Polarity;0,13613;7;Time;fridge;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;crystallized;Polarity;;14;Time;fridge;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;crystallized;Polarity;;39;Time;fridge;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;52,12619;Polarity;0,201598;7;Time;open;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;52,03098;Polarity;0,066954;14;Time;open;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,5;0,5;0;52,17492;Polarity;0,403941;40;Time;open;Lid-OA (1:1)_0% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;164,45;Viscosity;16,63562;0;Time;none;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;160,66;Viscosity;10,23444;7;Time;closed;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;163,5;Viscosity;2,865643;14;Time;closed;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;157,97;Viscosity;1,674727;38;Time;closed;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;172,39;Viscosity;6,066232;7;Time;fridge;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;149,74;Viscosity;24,11606;14;Time;fridge;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;146,12;Viscosity;0,991701;38;Time;fridge;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;166,89;Viscosity;5,954583;7;Time;open;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;142,03;Viscosity;14,62595;14;Time;open;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;160,79;Viscosity;14,88646;40;Time;open;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;52,36464;Polarity;0,135631;0;Time;none;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;52,50877;Polarity;0,06819;7;Time;closed;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;51,88946;Polarity;0,133181;14;Time;closed;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;52,17336;Polarity;0;38;Time;closed;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;51,7488;Polarity;0,198689;7;Time;fridge;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;52,03132;Polarity;0,200865;14;Time;fridge;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;51,79529;Polarity;0;39;Time;fridge;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;52,5577;Polarity;0,273264;7;Time;open;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;52,36464;Polarity;0,135631;14;Time;open;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,214;0,214;0,572;52,36464;Polarity;0,135631;40;Time;open;Lid-OA (1:1)_10% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;164,84;Viscosity;4,838099;0;Time;none;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;150,24;Viscosity;1,153701;7;Time;closed;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;154,26;Viscosity;1,265349;14;Time;closed;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;137,92;Viscosity;19,46404;38;Time;closed;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;153,82;Viscosity;20,43166;7;Time;fridge;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;132,55;Viscosity;2,791211;14;Time;fridge;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;142,34;Viscosity;19,53629;38;Time;fridge;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;155,55;Viscosity;8,894659;7;Time;open;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;152,82;Viscosity;21,99474;14;Time;open;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;153,45;Viscosity;18,57086;40;Time;open;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;52,17336;Polarity;0;0;Time;none;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;51,42266;Polarity;;7;Time;closed;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;51,79529;Polarity;;14;Time;closed;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;51,93749;Polarity;0,333564;38;Time;closed;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;51,42266;Polarity;;7;Time;fridge;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;51,88929;Polarity;;14;Time;fridge;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;51,79529;Polarity;0;39;Time;fridge;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;52,07832;Polarity;;7;Time;open;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;51,65699;Polarity;0,46195;14;Time;open;Lid-OA (1:1)_20% H2O
Lidocaine;Oxalic acid;Water;0,143;0,143;0,714;52,36464;Polarity;0,135631;40;Time;open;Lid-OA (1:1)_20% H2O
