fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Amount ratio of component to other component of binary solvent,doc_label,mole_fractions_rounded,mole_fraction_Choline Chloride,mole_fraction_Glycerol,mole_fraction_Water,composition_temp_id,viscosity_value,viscosity_uncertainty,mole_fraction_water,color,marker,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.011318199999999999,5.6591e-05,283.15,"[0.066766666667, 0.133533333333, 0.7997]",9ce1c02a-2852-4392-9928-81006502cfc1,10.1016/j.fluid.2014.01.028,0.7997,283.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, '9ce1c02a-2852-4392-9928-81006502cfc1')",0.011318199999999999,5.6591e-05,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0019711,9.855499999999999e-06,343.15,"[0.066766666667, 0.133533333333, 0.7997]",90deb817-97b8-4465-b274-409d156bdbe0,10.1016/j.fluid.2014.01.028,0.7997,343.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, '90deb817-97b8-4465-b274-409d156bdbe0')",0.0019711,9.855499999999999e-06,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0024062999999999997,1.20315e-05,333.15,"[0.066766666667, 0.133533333333, 0.7997]",9766b9a9-65f4-4e28-b9a2-0fdccee30b88,10.1016/j.fluid.2014.01.028,0.7997,333.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '9766b9a9-65f4-4e28-b9a2-0fdccee30b88')",0.0024062999999999997,1.20315e-05,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0013986,6.993e-06,363.15,"[0.066766666667, 0.133533333333, 0.7997]",60249fde-33c8-44c8-91ec-8e162c4c56e3,10.1016/j.fluid.2014.01.028,0.7997,363.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '60249fde-33c8-44c8-91ec-8e162c4c56e3')",0.0013986,6.993e-06,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0030074999999999998,1.5037500000000001e-05,323.15,"[0.066766666667, 0.133533333333, 0.7997]",bf5e2c86-23d4-4f5e-8631-6b577372e5fb,10.1016/j.fluid.2014.01.028,0.7997,323.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'bf5e2c86-23d4-4f5e-8631-6b577372e5fb')",0.0030074999999999998,1.5037500000000001e-05,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0056438,2.8219000000000002e-05,303.15,"[0.066766666667, 0.133533333333, 0.7997]",10edb6c1-3a89-403e-9128-18a2509283c9,10.1016/j.fluid.2014.01.028,0.7997,303.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '10edb6c1-3a89-403e-9128-18a2509283c9')",0.0056438,2.8219000000000002e-05,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0016472,8.236e-06,353.15,"[0.066766666667, 0.133533333333, 0.7997]",f80e6939-eb8f-414b-85f1-6fcd677ce900,10.1016/j.fluid.2014.01.028,0.7997,353.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, 'f80e6939-eb8f-414b-85f1-6fcd677ce900')",0.0016472,8.236e-06,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0038621,1.93105e-05,313.15,"[0.066766666667, 0.133533333333, 0.7997]",a91f4285-f802-40ec-82ca-e074b6f9cb9c,10.1016/j.fluid.2014.01.028,0.7997,313.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'a91f4285-f802-40ec-82ca-e074b6f9cb9c')",0.0038621,1.93105e-05,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0076483,3.8241499999999996e-05,293.15,"[0.066766666667, 0.133533333333, 0.7997]",26f64474-1de6-49cb-8b72-026cc081bb79,10.1016/j.fluid.2014.01.028,0.7997,293.15,2.0,Document_1,"(0.067, 0.134, 0.8)",0.067,0.134,0.8,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '26f64474-1de6-49cb-8b72-026cc081bb79')",0.0076483,3.8241499999999996e-05,0.7997,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.014372600000000001,7.1863e-05,293.15,"[0.093366666667, 0.186733333333, 0.7199]",9f3f7d9a-ded2-4cfa-a6ba-6a14b5c30368,10.1016/j.fluid.2014.01.028,0.7199,293.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '9f3f7d9a-ded2-4cfa-a6ba-6a14b5c30368')",0.014372600000000001,7.1863e-05,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.021813700000000002,0.0001090685,283.15,"[0.093366666667, 0.186733333333, 0.7199]",d976b8e8-4b20-4152-90fb-5031178770bc,10.1016/j.fluid.2014.01.028,0.7199,283.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, 'd976b8e8-4b20-4152-90fb-5031178770bc')",0.021813700000000002,0.0001090685,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0025716999999999997,1.28585e-05,353.15,"[0.093366666667, 0.186733333333, 0.7199]",b841f843-4f92-4c02-a188-4de4655265af,10.1016/j.fluid.2014.01.028,0.7199,353.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, 'b841f843-4f92-4c02-a188-4de4655265af')",0.0025716999999999997,1.28585e-05,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0031519,1.57595e-05,343.15,"[0.093366666667, 0.186733333333, 0.7199]",d2b56c66-be53-4118-8ebd-996c69e8b347,10.1016/j.fluid.2014.01.028,0.7199,343.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, 'd2b56c66-be53-4118-8ebd-996c69e8b347')",0.0031519,1.57595e-05,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0021425999999999997,1.0713e-05,363.15,"[0.093366666667, 0.186733333333, 0.7199]",cfce587a-a2ab-482e-b84f-35ac2d619af3,10.1016/j.fluid.2014.01.028,0.7199,363.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, 'cfce587a-a2ab-482e-b84f-35ac2d619af3')",0.0021425999999999997,1.0713e-05,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0070999,3.54995e-05,313.15,"[0.093366666667, 0.186733333333, 0.7199]",512fdc2f-a979-4051-b161-9ae97f6fb1ce,10.1016/j.fluid.2014.01.028,0.7199,313.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '512fdc2f-a979-4051-b161-9ae97f6fb1ce')",0.0070999,3.54995e-05,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.010054800000000001,5.0274e-05,303.15,"[0.093366666667, 0.186733333333, 0.7199]",174d53ea-cc7a-4714-ae54-8d0477d6dfac,10.1016/j.fluid.2014.01.028,0.7199,303.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '174d53ea-cc7a-4714-ae54-8d0477d6dfac')",0.010054800000000001,5.0274e-05,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.005076,2.538e-05,323.15,"[0.093366666667, 0.186733333333, 0.7199]",d3c68e19-09dd-4b16-a373-d6106424bd55,10.1016/j.fluid.2014.01.028,0.7199,323.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'd3c68e19-09dd-4b16-a373-d6106424bd55')",0.005076,2.538e-05,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0039458,1.9729e-05,333.15,"[0.093366666667, 0.186733333333, 0.7199]",c54c42ba-732f-4c5f-8ab0-fff3927e859e,10.1016/j.fluid.2014.01.028,0.7199,333.15,2.0,Document_1,"(0.093, 0.187, 0.72)",0.093,0.187,0.72,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, 'c54c42ba-732f-4c5f-8ab0-fff3927e859e')",0.0039458,1.9729e-05,0.7199,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0213567,0.0001067835,303.15,"[0.134066666667, 0.268133333333, 0.5978]",091c163f-6df2-434f-a58c-ac6072a77b56,10.1016/j.fluid.2014.01.028,0.5978,303.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '091c163f-6df2-434f-a58c-ac6072a77b56')",0.0213567,0.0001067835,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0044946000000000005,2.2473e-05,353.15,"[0.134066666667, 0.268133333333, 0.5978]",c57db6b4-9095-4816-af93-f9ccc151e02a,10.1016/j.fluid.2014.01.028,0.5978,353.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, 'c57db6b4-9095-4816-af93-f9ccc151e02a')",0.0044946000000000005,2.2473e-05,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0036385000000000002,1.81925e-05,363.15,"[0.134066666667, 0.268133333333, 0.5978]",65ec24d0-ca5e-49fe-90b8-ec80992ef3cd,10.1016/j.fluid.2014.01.028,0.5978,363.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '65ec24d0-ca5e-49fe-90b8-ec80992ef3cd')",0.0036385000000000002,1.81925e-05,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0077082,3.8540999999999996e-05,333.15,"[0.134066666667, 0.268133333333, 0.5978]",733a999e-bc4f-4041-be22-3c3f27351618,10.1016/j.fluid.2014.01.028,0.5978,333.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '733a999e-bc4f-4041-be22-3c3f27351618')",0.0077082,3.8540999999999996e-05,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0546306,0.000273153,283.15,"[0.134066666667, 0.268133333333, 0.5978]",fe8b7205-fc99-4902-893f-97135e3b0952,10.1016/j.fluid.2014.01.028,0.5978,283.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, 'fe8b7205-fc99-4902-893f-97135e3b0952')",0.0546306,0.000273153,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.014735,7.3675e-05,313.15,"[0.134066666667, 0.268133333333, 0.5978]",23fbb306-5ff5-412b-a4ac-cae62a424201,10.1016/j.fluid.2014.01.028,0.5978,313.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '23fbb306-5ff5-412b-a4ac-cae62a424201')",0.014735,7.3675e-05,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0106386,5.3193e-05,323.15,"[0.134066666667, 0.268133333333, 0.5978]",b6efbb40-3489-4e16-9335-43fd803d823c,10.1016/j.fluid.2014.01.028,0.5978,323.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'b6efbb40-3489-4e16-9335-43fd803d823c')",0.0106386,5.3193e-05,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.032895600000000004,0.00016447800000000002,293.15,"[0.134066666667, 0.268133333333, 0.5978]",6d7fac0d-3d71-4412-9ab7-01dc19daf77e,10.1016/j.fluid.2014.01.028,0.5978,293.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '6d7fac0d-3d71-4412-9ab7-01dc19daf77e')",0.032895600000000004,0.00016447800000000002,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.005674800000000001,2.8374e-05,343.15,"[0.134066666667, 0.268133333333, 0.5978]",12f81135-06a8-4c49-ba09-20794ec725c9,10.1016/j.fluid.2014.01.028,0.5978,343.15,2.0,Document_1,"(0.134, 0.268, 0.598)",0.134,0.268,0.598,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, '12f81135-06a8-4c49-ba09-20794ec725c9')",0.005674800000000001,2.8374e-05,0.5978,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.06487000000000001,,293.15,"[0.147363363, 0.294726726, 0.557909911]",2f085cd7-db72-4b05-8e66-fbda3825ff5e,10.1039/c5cp01493j,0.557909911,293.15,2.0,Document_1,"(0.147, 0.295, 0.558)",0.147,0.295,0.558,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '2f085cd7-db72-4b05-8e66-fbda3825ff5e')",0.06487000000000001,,0.557909911,#46237a,p,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.08670699999999999,,293.15,"[0.176314596667, 0.352629193333, 0.47105621]",0591103a-3a45-47f8-abcc-abc1918ca461,10.1039/c5cp01493j,0.47105621,293.15,2.0,Document_1,"(0.176, 0.353, 0.471)",0.176,0.353,0.471,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '0591103a-3a45-47f8-abcc-abc1918ca461')",0.08670699999999999,,0.47105621,#46237a,p,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0171371,8.56855e-05,333.15,"[0.199266666667, 0.398533333333, 0.4022]",704cbbae-1dee-493d-8317-1306c4fb720d,10.1016/j.fluid.2014.01.028,0.4022,333.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '704cbbae-1dee-493d-8317-1306c4fb720d')",0.0171371,8.56855e-05,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.007504800000000001,3.7524e-05,363.15,"[0.199266666667, 0.398533333333, 0.4022]",a13d5efb-e972-4d9f-a388-294267a71f97,10.1016/j.fluid.2014.01.028,0.4022,363.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, 'a13d5efb-e972-4d9f-a388-294267a71f97')",0.007504800000000001,3.7524e-05,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0126879,6.34395e-05,343.15,"[0.199266666667, 0.398533333333, 0.4022]",a588ed5f-b2cf-44c6-8e7d-95f4ea6bfaab,10.1016/j.fluid.2014.01.028,0.4022,343.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, 'a588ed5f-b2cf-44c6-8e7d-95f4ea6bfaab')",0.0126879,6.34395e-05,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.17796209999999998,0.0008898105,283.15,"[0.199266666667, 0.398533333333, 0.4022]",230b4e02-9685-4b60-b815-6bad7ef3157f,10.1016/j.fluid.2014.01.028,0.4022,283.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, '230b4e02-9685-4b60-b815-6bad7ef3157f')",0.17796209999999998,0.0008898105,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.024090599999999997,0.00012045300000000001,323.15,"[0.199266666667, 0.398533333333, 0.4022]",705287a6-4d95-47d9-a82f-991f440ec634,10.1016/j.fluid.2014.01.028,0.4022,323.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '705287a6-4d95-47d9-a82f-991f440ec634')",0.024090599999999997,0.00012045300000000001,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0959405,0.0004797025,293.15,"[0.199266666667, 0.398533333333, 0.4022]",e80e496b-4f01-4815-a2ea-6c05c954cd2e,10.1016/j.fluid.2014.01.028,0.4022,293.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'e80e496b-4f01-4815-a2ea-6c05c954cd2e')",0.0959405,0.0004797025,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0358177,0.0001790885,313.15,"[0.199266666667, 0.398533333333, 0.4022]",f3376c93-30ea-4b72-b9ec-8e11a4d304e5,10.1016/j.fluid.2014.01.028,0.4022,313.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'f3376c93-30ea-4b72-b9ec-8e11a4d304e5')",0.0358177,0.0001790885,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.009573600000000002,4.7868e-05,353.15,"[0.199266666667, 0.398533333333, 0.4022]",f9cf61be-815b-4832-8d30-ba3d4c68b535,10.1016/j.fluid.2014.01.028,0.4022,353.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, 'f9cf61be-815b-4832-8d30-ba3d4c68b535')",0.009573600000000002,4.7868e-05,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.056467500000000004,0.0002823375,303.15,"[0.199266666667, 0.398533333333, 0.4022]",4588e021-a03d-4344-b8f9-e667236d3139,10.1016/j.fluid.2014.01.028,0.4022,303.15,2.0,Document_1,"(0.199, 0.399, 0.402)",0.199,0.399,0.402,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, '4588e021-a03d-4344-b8f9-e667236d3139')",0.056467500000000004,0.0002823375,0.4022,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.129312,,293.15,"[0.213382991, 0.426765982, 0.359851027]",7c56a27d-3caa-4838-b3c8-5f07f87522d9,10.1039/c5cp01493j,0.359851027,293.15,2.0,Document_1,"(0.213, 0.427, 0.36)",0.213,0.427,0.36,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '7c56a27d-3caa-4838-b3c8-5f07f87522d9')",0.129312,,0.359851027,#46237a,p,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0449472,0.00022473599999999998,313.15,"[0.219166666667, 0.438333333333, 0.3425]",8701208e-edf4-44b8-9485-d50dc4ab36fd,10.1016/j.fluid.2014.01.028,0.3425,313.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '8701208e-edf4-44b8-9485-d50dc4ab36fd')",0.0449472,0.00022473599999999998,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0297991,0.0001489955,323.15,"[0.219166666667, 0.438333333333, 0.3425]",12bac579-0a8f-40ed-b464-2c61739edcb8,10.1016/j.fluid.2014.01.028,0.3425,323.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '12bac579-0a8f-40ed-b464-2c61739edcb8')",0.0297991,0.0001489955,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.020810600000000002,0.000104053,333.15,"[0.219166666667, 0.438333333333, 0.3425]",98b81b1d-3772-4187-b2d8-f0b996eddc7c,10.1016/j.fluid.2014.01.028,0.3425,333.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '98b81b1d-3772-4187-b2d8-f0b996eddc7c')",0.020810600000000002,0.000104053,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.1259387,0.0006296935,293.15,"[0.219166666667, 0.438333333333, 0.3425]",d1322a86-207c-4fb4-9ef8-aeefc8fdaeb3,10.1016/j.fluid.2014.01.028,0.3425,293.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'd1322a86-207c-4fb4-9ef8-aeefc8fdaeb3')",0.1259387,0.0006296935,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.2390806,0.001195403,283.15,"[0.219166666667, 0.438333333333, 0.3425]",dd143f30-de95-404e-bdc8-e95e7b81dcdc,10.1016/j.fluid.2014.01.028,0.3425,283.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, 'dd143f30-de95-404e-bdc8-e95e7b81dcdc')",0.2390806,0.001195403,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0721121,0.0003605605,303.15,"[0.219166666667, 0.438333333333, 0.3425]",c152e5f6-c88a-44a3-992f-6bf41c2fce12,10.1016/j.fluid.2014.01.028,0.3425,303.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'c152e5f6-c88a-44a3-992f-6bf41c2fce12')",0.0721121,0.0003605605,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.011586,5.793e-05,353.15,"[0.219166666667, 0.438333333333, 0.3425]",34fc20b0-089a-46d9-9fb5-725e49f03be5,10.1016/j.fluid.2014.01.028,0.3425,353.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, '34fc20b0-089a-46d9-9fb5-725e49f03be5')",0.011586,5.793e-05,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0152347,7.61735e-05,343.15,"[0.219166666667, 0.438333333333, 0.3425]",8f644a3c-e840-4c8a-9629-6f81b863da14,10.1016/j.fluid.2014.01.028,0.3425,343.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, '8f644a3c-e840-4c8a-9629-6f81b863da14')",0.0152347,7.61735e-05,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0090466,4.5233000000000006e-05,363.15,"[0.219166666667, 0.438333333333, 0.3425]",696e3faf-aecc-49ed-af27-4118e8e88b0a,10.1016/j.fluid.2014.01.028,0.3425,363.15,2.0,Document_1,"(0.219, 0.438, 0.343)",0.219,0.438,0.343,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '696e3faf-aecc-49ed-af27-4118e8e88b0a')",0.0090466,4.5233000000000006e-05,0.3425,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.170685,,293.15,"[0.236238639667, 0.472477279333, 0.291284081]",a2686109-378f-4999-bb0b-00b5c67a2a43,10.1039/c5cp01493j,0.291284081,293.15,2.0,Document_1,"(0.236, 0.472, 0.291)",0.236,0.472,0.291,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'a2686109-378f-4999-bb0b-00b5c67a2a43')",0.170685,,0.291284081,#46237a,p,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.02614,0.0005228,335.65,"[0.24937655859, 0.49625935141, 0.25436409]",3212f3c8-9735-43fa-9c26-77ca54023306,10.1016/j.jct.2018.07.031,0.25436409,335.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 335.65, '3212f3c8-9735-43fa-9c26-77ca54023306')",0.02614,0.0005228,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.034659999999999996,0.0006932,328.15,"[0.24937655859, 0.49625935141, 0.25436409]",51cbf56b-07c7-4eb5-b4d6-f9130acbb08f,10.1016/j.jct.2018.07.031,0.25436409,328.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 328.15, '51cbf56b-07c7-4eb5-b4d6-f9130acbb08f')",0.034659999999999996,0.0006932,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.023940000000000003,0.0004788,338.15,"[0.24937655859, 0.49625935141, 0.25436409]",b72bc07e-d6ee-4a4d-86f3-0b38276e3782,10.1016/j.jct.2018.07.031,0.25436409,338.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 338.15, 'b72bc07e-d6ee-4a4d-86f3-0b38276e3782')",0.023940000000000003,0.0004788,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.02866,0.0005732000000000001,333.15,"[0.24937655859, 0.49625935141, 0.25436409]",0694bbcd-f6bd-444e-8816-a379e2259cdb,10.1016/j.jct.2018.07.031,0.25436409,333.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '0694bbcd-f6bd-444e-8816-a379e2259cdb')",0.02866,0.0005732000000000001,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.03147,0.0006294,330.65,"[0.24937655859, 0.49625935141, 0.25436409]",7fbdb9fc-f4ad-4dba-b63b-ce78415a6b08,10.1016/j.jct.2018.07.031,0.25436409,330.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 330.65, '7fbdb9fc-f4ad-4dba-b63b-ce78415a6b08')",0.03147,0.0006294,0.25436409,#8fe388,^,measured
