fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Mole fraction,Temperature,Solvent: Amount ratio of component to other component of binary solvent,doc_label,mole_fractions_rounded,mole_fraction_Choline Chloride,mole_fraction_Glycerol,mole_fraction_Water,composition_temp_id,viscosity_value,viscosity_uncertainty,mole_fraction_water,color,marker,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.04248,0.0008496,323.15,"[0.24937655859, 0.49625935141, 0.25436409]",be23d1a9-185c-47c7-b42f-31e3b11d2c37,10.1016/j.jct.2018.07.031,0.25436409,323.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'be23d1a9-185c-47c7-b42f-31e3b11d2c37')",0.04248,0.0008496,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.03828,0.0007656,325.65,"[0.24937655859, 0.49625935141, 0.25436409]",1e3ac75f-2f0f-4445-b7b5-50e1165a94fa,10.1016/j.jct.2018.07.031,0.25436409,325.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 325.65, '1e3ac75f-2f0f-4445-b7b5-50e1165a94fa')",0.03828,0.0007656,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.48810000000000003,0.009762,280.65,"[0.24937655859, 0.49625935141, 0.25436409]",5befc987-fa76-4969-8598-6fa8e368b4e9,10.1016/j.jct.2018.07.031,0.25436409,280.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 280.65, '5befc987-fa76-4969-8598-6fa8e368b4e9')",0.48810000000000003,0.009762,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.14780000000000001,0.002956,298.15,"[0.24937655859, 0.49625935141, 0.25436409]",d2f228ac-36a6-440c-b9c6-78895c80df3c,10.1016/j.jct.2018.07.031,0.25436409,298.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 298.15, 'd2f228ac-36a6-440c-b9c6-78895c80df3c')",0.14780000000000001,0.002956,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.1113,0.002226,303.15,"[0.24937655859, 0.49625935141, 0.25436409]",c87bf4a8-156f-4a76-abeb-cd3130e4968d,10.1016/j.jct.2018.07.031,0.25436409,303.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'c87bf4a8-156f-4a76-abeb-cd3130e4968d')",0.1113,0.002226,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.09713,0.0019426,305.65,"[0.24937655859, 0.49625935141, 0.25436409]",3d87961f-08be-45fb-aaea-74cfac6d6083,10.1016/j.jct.2018.07.031,0.25436409,305.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 305.65, '3d87961f-08be-45fb-aaea-74cfac6d6083')",0.09713,0.0019426,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.128,0.00256,300.65,"[0.24937655859, 0.49625935141, 0.25436409]",4eead314-b901-45e6-818f-62ad0f545db6,10.1016/j.jct.2018.07.031,0.25436409,300.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 300.65, '4eead314-b901-45e6-818f-62ad0f545db6')",0.128,0.00256,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.594,0.01188,278.15,"[0.24937655859, 0.49625935141, 0.25436409]",22ea4da6-d2f9-4343-81f0-faa667882352,10.1016/j.jct.2018.07.031,0.25436409,278.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 278.15, '22ea4da6-d2f9-4343-81f0-faa667882352')",0.594,0.01188,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.1726,0.0034519999999999998,295.65,"[0.24937655859, 0.49625935141, 0.25436409]",b03ed77c-ec1c-48af-a0ea-8259047d4f4a,10.1016/j.jct.2018.07.031,0.25436409,295.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 295.65, 'b03ed77c-ec1c-48af-a0ea-8259047d4f4a')",0.1726,0.0034519999999999998,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.2823,0.005646,288.15,"[0.24937655859, 0.49625935141, 0.25436409]",1d3326ee-5da6-42e8-aca1-5a852d83b6f2,10.1016/j.jct.2018.07.031,0.25436409,288.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 288.15, '1d3326ee-5da6-42e8-aca1-5a852d83b6f2')",0.2823,0.005646,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.2386,0.004772,290.65,"[0.24937655859, 0.49625935141, 0.25436409]",36a8c6dc-b836-4abd-9296-55da111f649d,10.1016/j.jct.2018.07.031,0.25436409,290.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 290.65, '36a8c6dc-b836-4abd-9296-55da111f649d')",0.2386,0.004772,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.203,0.004059999999999999,293.15,"[0.24937655859, 0.49625935141, 0.25436409]",64c3d66f-f323-40c5-8e7d-9a47b55b22a6,10.1016/j.jct.2018.07.031,0.25436409,293.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '64c3d66f-f323-40c5-8e7d-9a47b55b22a6')",0.203,0.004059999999999999,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.4044,0.008088,283.15,"[0.24937655859, 0.49625935141, 0.25436409]",8b063b18-6b01-4804-9078-d1885a533532,10.1016/j.jct.2018.07.031,0.25436409,283.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, '8b063b18-6b01-4804-9078-d1885a533532')",0.4044,0.008088,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.047119999999999995,0.0009424,320.65,"[0.24937655859, 0.49625935141, 0.25436409]",a47f235d-8723-4b59-9652-40095679a76e,10.1016/j.jct.2018.07.031,0.25436409,320.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 320.65, 'a47f235d-8723-4b59-9652-40095679a76e')",0.047119999999999995,0.0009424,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.05261,0.0010522,318.15,"[0.24937655859, 0.49625935141, 0.25436409]",a1a3e4f8-69fe-4cee-9fe0-d11683f2324b,10.1016/j.jct.2018.07.031,0.25436409,318.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 318.15, 'a1a3e4f8-69fe-4cee-9fe0-d11683f2324b')",0.05261,0.0010522,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.337,0.00674,285.65,"[0.24937655859, 0.49625935141, 0.25436409]",93c679dd-e404-40ab-a9e7-6fc55ae275aa,10.1016/j.jct.2018.07.031,0.25436409,285.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 285.65, '93c679dd-e404-40ab-a9e7-6fc55ae275aa')",0.337,0.00674,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.05901,0.0011802,315.65,"[0.24937655859, 0.49625935141, 0.25436409]",72423e48-ffeb-449a-8ebe-67467ff0eb43,10.1016/j.jct.2018.07.031,0.25436409,315.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 315.65, '72423e48-ffeb-449a-8ebe-67467ff0eb43')",0.05901,0.0011802,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.08525,0.0017050000000000001,308.15,"[0.24937655859, 0.49625935141, 0.25436409]",44fc040a-0742-41d7-ae72-3c37ad55f602,10.1016/j.jct.2018.07.031,0.25436409,308.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 308.15, '44fc040a-0742-41d7-ae72-3c37ad55f602')",0.08525,0.0017050000000000001,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.07514,0.0015027999999999999,310.65,"[0.24937655859, 0.49625935141, 0.25436409]",ac2ec59e-2977-416d-8cb5-7d277763c587,10.1016/j.jct.2018.07.031,0.25436409,310.65,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 310.65, 'ac2ec59e-2977-416d-8cb5-7d277763c587')",0.07514,0.0015027999999999999,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.06648,0.0013295999999999998,313.15,"[0.24937655859, 0.49625935141, 0.25436409]",e673b193-2317-4c81-93d6-2b59ae47bb5f,10.1016/j.jct.2018.07.031,0.25436409,313.15,2.0,Document_1,"(0.249, 0.496, 0.254)",0.249,0.496,0.254,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, 'e673b193-2317-4c81-93d6-2b59ae47bb5f')",0.06648,0.0013295999999999998,0.25436409,#8fe388,^,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.060200000000000004,,313.15,"[0.250078162333, 0.500156324667, 0.249765513]",0721df32-cab2-49a0-aba2-fa598b15c608,10.1016/j.aca.2012.12.019,0.249765513,313.15,2.0,Document_1,"(0.25, 0.5, 0.25)",0.25,0.5,0.25,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '0721df32-cab2-49a0-aba2-fa598b15c608')",0.060200000000000004,,0.249765513,#ffba08,o,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.3971261,0.0019856305,283.15,"[0.253966666667, 0.507933333333, 0.2381]",a8571783-d3a0-4288-8e96-1777fd77746e,10.1016/j.fluid.2014.01.028,0.2381,283.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, 'a8571783-d3a0-4288-8e96-1777fd77746e')",0.3971261,0.0019856305,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0149828,7.4914e-05,353.15,"[0.253966666667, 0.507933333333, 0.2381]",d77b01aa-b80b-46ce-a0d0-50a033ea9dec,10.1016/j.fluid.2014.01.028,0.2381,353.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, 'd77b01aa-b80b-46ce-a0d0-50a033ea9dec')",0.0149828,7.4914e-05,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.020110199999999998,0.00010055100000000001,343.15,"[0.253966666667, 0.507933333333, 0.2381]",f8327ef5-01f1-447e-8d8d-ef499955efc0,10.1016/j.fluid.2014.01.028,0.2381,343.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, 'f8327ef5-01f1-447e-8d8d-ef499955efc0')",0.020110199999999998,0.00010055100000000001,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.2004529,0.0010022644999999998,293.15,"[0.253966666667, 0.507933333333, 0.2381]",1cd06904-df59-4bc1-8a83-1ea059f0523a,10.1016/j.fluid.2014.01.028,0.2381,293.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '1cd06904-df59-4bc1-8a83-1ea059f0523a')",0.2004529,0.0010022644999999998,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0416544,0.00020827200000000001,323.15,"[0.253966666667, 0.507933333333, 0.2381]",14fbf3e3-c329-4bd1-b952-48951c8a5345,10.1016/j.fluid.2014.01.028,0.2381,323.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, '14fbf3e3-c329-4bd1-b952-48951c8a5345')",0.0416544,0.00020827200000000001,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0636328,0.000318164,313.15,"[0.253966666667, 0.507933333333, 0.2381]",132b0578-61af-4ad1-8e5a-4f7804851c56,10.1016/j.fluid.2014.01.028,0.2381,313.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '132b0578-61af-4ad1-8e5a-4f7804851c56')",0.0636328,0.000318164,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.011403100000000001,5.7015499999999996e-05,363.15,"[0.253966666667, 0.507933333333, 0.2381]",2481aee2-dc74-444b-a936-f2525fddc4bd,10.1016/j.fluid.2014.01.028,0.2381,363.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '2481aee2-dc74-444b-a936-f2525fddc4bd')",0.011403100000000001,5.7015499999999996e-05,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.10539490000000001,0.0005269745,303.15,"[0.253966666667, 0.507933333333, 0.2381]",e9d4d239-a0c3-49cb-8a94-19f1ac1b4d74,10.1016/j.fluid.2014.01.028,0.2381,303.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'e9d4d239-a0c3-49cb-8a94-19f1ac1b4d74')",0.10539490000000001,0.0005269745,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.028234600000000002,0.000141173,333.15,"[0.253966666667, 0.507933333333, 0.2381]",9f296438-be97-4001-82ad-7027c467fcbb,10.1016/j.fluid.2014.01.028,0.2381,333.15,2.0,Document_1,"(0.254, 0.508, 0.238)",0.254,0.508,0.238,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '9f296438-be97-4001-82ad-7027c467fcbb')",0.028234600000000002,0.000141173,0.2381,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.21344300000000002,,293.15,"[0.263155660667, 0.526311321333, 0.210533018]",fb890402-688b-4c4b-a682-704f65859357,10.1039/c5cp01493j,0.210533018,293.15,2.0,Document_1,"(0.263, 0.526, 0.211)",0.263,0.526,0.211,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'fb890402-688b-4c4b-a682-704f65859357')",0.21344300000000002,,0.210533018,#46237a,p,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.311565,,293.15,"[0.294947672, 0.589895344, 0.115156984]",ecfddb7e-62f7-4133-8814-c3f970dd996e,10.1039/c5cp01493j,0.115156984,293.15,2.0,Document_1,"(0.295, 0.59, 0.115)",0.295,0.59,0.115,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'ecfddb7e-62f7-4133-8814-c3f970dd996e')",0.311565,,0.115156984,#46237a,p,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0608033,0.0003040165,323.15,"[0.297333333333, 0.594666666667, 0.108]",f6ff1ae5-ef8e-42d5-9f23-eab92a54256a,10.1016/j.fluid.2014.01.028,0.108,323.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 323.15, 'f6ff1ae5-ef8e-42d5-9f23-eab92a54256a')",0.0608033,0.0003040165,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.027497,0.000137485,343.15,"[0.297333333333, 0.594666666667, 0.108]",72803921-ced9-4f64-921e-d71813d8c420,10.1016/j.fluid.2014.01.028,0.108,343.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 343.15, '72803921-ced9-4f64-921e-d71813d8c420')",0.027497,0.000137485,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0200963,0.0001004815,353.15,"[0.297333333333, 0.594666666667, 0.108]",49d0cf92-429e-4b20-abbb-8620b6797a9f,10.1016/j.fluid.2014.01.028,0.108,353.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 353.15, '49d0cf92-429e-4b20-abbb-8620b6797a9f')",0.0200963,0.0001004815,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0393459,0.00019672950000000001,333.15,"[0.297333333333, 0.594666666667, 0.108]",4f7993e3-60b2-4a7b-b52b-888ed7b54e3b,10.1016/j.fluid.2014.01.028,0.108,333.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 333.15, '4f7993e3-60b2-4a7b-b52b-888ed7b54e3b')",0.0393459,0.00019672950000000001,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.097607,0.000488035,313.15,"[0.297333333333, 0.594666666667, 0.108]",9fe11294-343b-41df-b62e-b14b770f7ad8,10.1016/j.fluid.2014.01.028,0.108,313.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 313.15, '9fe11294-343b-41df-b62e-b14b770f7ad8')",0.097607,0.000488035,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.17286590000000002,0.0008643295,303.15,"[0.297333333333, 0.594666666667, 0.108]",cf408bcb-7913-4fb7-9168-c8b197394a7d,10.1016/j.fluid.2014.01.028,0.108,303.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 303.15, 'cf408bcb-7913-4fb7-9168-c8b197394a7d')",0.17286590000000002,0.0008643295,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.3226054,0.001613027,293.15,"[0.297333333333, 0.594666666667, 0.108]",f063c7fc-5cf6-4594-9f0c-dd13801e2ffc,10.1016/j.fluid.2014.01.028,0.108,293.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'f063c7fc-5cf6-4594-9f0c-dd13801e2ffc')",0.3226054,0.001613027,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.6699038,0.003349519,283.15,"[0.297333333333, 0.594666666667, 0.108]",ee7c707b-796a-4bed-9ee2-a8df8bab92f7,10.1016/j.fluid.2014.01.028,0.108,283.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 283.15, 'ee7c707b-796a-4bed-9ee2-a8df8bab92f7')",0.6699038,0.003349519,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.0152351,7.617549999999999e-05,363.15,"[0.297333333333, 0.594666666667, 0.108]",6c10e046-b2ce-4943-a235-7d556aefe32f,10.1016/j.fluid.2014.01.028,0.108,363.15,2.0,Document_1,"(0.297, 0.595, 0.108)",0.297,0.595,0.108,"(('Choline Chloride', 'Glycerol', 'Water'), 363.15, '6c10e046-b2ce-4943-a235-7d556aefe32f')",0.0152351,7.617549999999999e-05,0.108,#3185fc,s,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.314245,,293.15,"[0.31694769, 0.63389538, 0.04915693]",b975ceb6-8165-4b11-a865-933ef3257297,10.1039/c5cp01493j,0.04915693,293.15,2.0,Document_1,"(0.317, 0.634, 0.049)",0.317,0.634,0.049,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, 'b975ceb6-8165-4b11-a865-933ef3257297')",0.314245,,0.04915693,#46237a,p,measured
"['Choline Chloride', 'Glycerol', 'Water']",viscosity,0.330824,,293.15,"[0.325047792667, 0.650095585333, 0.024856622]",70e8a153-5821-4b40-82a5-0814ccc68be6,10.1039/c5cp01493j,0.024856622,293.15,2.0,Document_1,"(0.325, 0.65, 0.025)",0.325,0.65,0.025,"(('Choline Chloride', 'Glycerol', 'Water'), 293.15, '70e8a153-5821-4b40-82a5-0814ccc68be6')",0.330824,,0.024856622,#46237a,p,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.055630000000000006,0.0011126,330.65,"[0.333333333333, 0.666666666667]",85c6c27a-24b0-417f-8d0c-dd423a7a6014,10.1016/j.jct.2018.07.031,0.666666666667,330.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 330.65, '85c6c27a-24b0-417f-8d0c-dd423a7a6014')",0.055630000000000006,0.0011126,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.05005,0.001001,333.15,"[0.333333333333, 0.666666666667]",22de9f7f-3af6-4abe-8b26-4626c5581e53,10.1016/j.jct.2018.07.031,0.666666666667,333.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 333.15, '22de9f7f-3af6-4abe-8b26-4626c5581e53')",0.05005,0.001001,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.04519,0.0009038000000000001,335.65,"[0.333333333333, 0.666666666667]",b71cfd39-d065-4724-b4bc-1abf1356b35f,10.1016/j.jct.2018.07.031,0.666666666667,335.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 335.65, 'b71cfd39-d065-4724-b4bc-1abf1356b35f')",0.04519,0.0009038000000000001,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.04094,0.0008188,338.15,"[0.333333333333, 0.666666666667]",263258fa-6228-4b24-ba82-7b9b11603a8e,10.1016/j.jct.2018.07.031,0.666666666667,338.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 338.15, '263258fa-6228-4b24-ba82-7b9b11603a8e')",0.04094,0.0008188,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.337764,,297.831,"[0.333333333333, 0.666666666667]",a5cd01be-89e7-4748-8944-5fc095eff7c7,10.1016/j.molliq.2015.11.032,0.666666666667,297.831,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 297.831, 'a5cd01be-89e7-4748-8944-5fc095eff7c7')",0.337764,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.253648,,302.771,"[0.333333333333, 0.666666666667]",827928d0-248e-49b7-8b82-dcffc50c372e,10.1016/j.molliq.2015.11.032,0.666666666667,302.771,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 302.771, '827928d0-248e-49b7-8b82-dcffc50c372e')",0.253648,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.189501,,307.855,"[0.333333333333, 0.666666666667]",306c8909-7f02-45d8-8cf0-f2ff85be1f08,10.1016/j.molliq.2015.11.032,0.666666666667,307.855,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 307.855, '306c8909-7f02-45d8-8cf0-f2ff85be1f08')",0.189501,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.15527000000000002,,312.866,"[0.333333333333, 0.666666666667]",695cdbeb-8228-466b-9433-f4741b6dda2f,10.1016/j.molliq.2015.11.032,0.666666666667,312.866,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 312.866, '695cdbeb-8228-466b-9433-f4741b6dda2f')",0.15527000000000002,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.121029,,317.804,"[0.333333333333, 0.666666666667]",ee1ac8d8-98d3-4bba-9b2d-78d69e57919d,10.1016/j.molliq.2015.11.032,0.666666666667,317.804,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 317.804, 'ee1ac8d8-98d3-4bba-9b2d-78d69e57919d')",0.121029,,0.0,#d00000,D,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.3785,0.00757,295.65,"[0.333333333333, 0.666666666667]",cc6c224f-f344-4cfa-8546-740f8798597a,10.1016/j.jct.2018.07.031,0.666666666667,295.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 295.65, 'cc6c224f-f344-4cfa-8546-740f8798597a')",0.3785,0.00757,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.3197,0.006394,298.15,"[0.333333333333, 0.666666666667]",7accfd34-3088-4e11-8b43-8d09b9845e8f,10.1016/j.jct.2018.07.031,0.666666666667,298.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 298.15, '7accfd34-3088-4e11-8b43-8d09b9845e8f')",0.3197,0.006394,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.2714,0.005428,300.65,"[0.333333333333, 0.666666666667]",e68d3aab-3b1c-4a4a-acab-26a89cb350f1,10.1016/j.jct.2018.07.031,0.666666666667,300.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 300.65, 'e68d3aab-3b1c-4a4a-acab-26a89cb350f1')",0.2714,0.005428,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.2321,0.004642,303.15,"[0.333333333333, 0.666666666667]",63e017a8-1d55-45b5-b098-cab40eb7fbc6,10.1016/j.jct.2018.07.031,0.666666666667,303.15,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 303.15, '63e017a8-1d55-45b5-b098-cab40eb7fbc6')",0.2321,0.004642,0.0,#8fe388,^,measured
"['Choline Chloride', 'Glycerol']",viscosity,0.199,0.00398,305.65,"[0.333333333333, 0.666666666667]",92a0131f-944c-46c7-b098-f9c3b1e5bd54,10.1016/j.jct.2018.07.031,0.666666666667,305.65,2.0,Document_1,"(0.333, 0.667)",0.333,0.667,,"(('Choline Chloride', 'Glycerol'), 305.65, '92a0131f-944c-46c7-b098-f9c3b1e5bd54')",0.199,0.00398,0.0,#8fe388,^,measured
