fluid_compounds,property_type,property_value,uncertainty,temperature,mole_fractions,measurement_id,source_doi,Temperature,Mole fraction,Pressure,doc_label,Solvent: Amount ratio of component to other component of binary solvent,mole_fractions_rounded,mole_fraction_water,composition_temp_id,density_value,density_uncertainty,molarEnthalpy_value,molarEnthalpy_uncertainty,isobaricExpansionCoefficient_value,isobaricExpansionCoefficient_uncertainty,excessMolarVolume_value,excessMolarVolume_uncertainty,excessMolarEnthalpy_value,excessMolarEnthalpy_uncertainty,diffusionCoefficient_value,diffusionCoefficient_uncertainty,viscosity_value,viscosity_uncertainty,henrysLawConstant_value,henrysLawConstant_uncertainty
['water'],density,989.26692,0.132553,313.15,[1.0],40d5a732-7cd1-40bc-851f-f929c3f8dbb8,10.1016/j.fluid.2024.114324,313.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 313.15, '40d5a732-7cd1-40bc-851f-f929c3f8dbb8')",989.26692,0.132553,,,,,,,,,,,,,,
['water'],density,984.23857,0.029222,323.15,[1.0],456aa8c4-3bc7-4a65-90d0-9e6c007116cc,10.1016/j.fluid.2024.114324,323.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 323.15, '456aa8c4-3bc7-4a65-90d0-9e6c007116cc')",984.23857,0.029222,,,,,,,,,,,,,,
['water'],density,978.73098,0.470517,333.15,[1.0],c4b1b1c0-b85f-46b3-91de-2246394e3bca,10.1016/j.fluid.2024.114324,333.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 333.15, 'c4b1b1c0-b85f-46b3-91de-2246394e3bca')",978.73098,0.470517,,,,,,,,,,,,,,
['water'],density,972.22267,0.368699,343.15,[1.0],b61b0f88-ec51-480c-8398-0a07ee291824,10.1016/j.fluid.2024.114324,343.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 343.15, 'b61b0f88-ec51-480c-8398-0a07ee291824')",972.22267,0.368699,,,,,,,,,,,,,,
['water'],density,965.13213,0.251989,353.15,[1.0],4ad7e8d2-16bc-476b-980c-1448994e5b48,10.1016/j.fluid.2024.114324,353.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 353.15, '4ad7e8d2-16bc-476b-980c-1448994e5b48')",965.13213,0.251989,,,,,,,,,,,,,,
['water'],molarEnthalpy,-113162.5134,16.404579,313.15,[1.0],ca627efd-0367-4d31-85ae-5cd7e07d9981,10.1016/j.fluid.2024.114324,313.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 313.15, 'ca627efd-0367-4d31-85ae-5cd7e07d9981')",,,-113162.5134,16.404579,,,,,,,,,,,,
['water'],molarEnthalpy,-110550.96845,7.78308,323.15,[1.0],dde26bb0-b0e1-412e-a9a4-a9675bb62151,10.1016/j.fluid.2024.114324,323.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 323.15, 'dde26bb0-b0e1-412e-a9a4-a9675bb62151')",,,-110550.96845,7.78308,,,,,,,,,,,,
['water'],molarEnthalpy,-107971.66792,30.769541,333.15,[1.0],fb595b83-7154-4694-a33b-608285d7a2cb,10.1016/j.fluid.2024.114324,333.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 333.15, 'fb595b83-7154-4694-a33b-608285d7a2cb')",,,-107971.66792,30.769541,,,,,,,,,,,,
['water'],molarEnthalpy,-105389.20995,35.461666,343.15,[1.0],a789f18c-0f34-4819-9bdf-e0f18e897ab8,10.1016/j.fluid.2024.114324,343.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 343.15, 'a789f18c-0f34-4819-9bdf-e0f18e897ab8')",,,-105389.20995,35.461666,,,,,,,,,,,,
['water'],molarEnthalpy,-102849.66809,34.538222,353.15,[1.0],369ac8bd-8bae-4984-8e99-4114ffe6b700,10.1016/j.fluid.2024.114324,353.15,1.0,100.0,Document_1,,"(1.0,)",1.0,"(('water',), 353.15, '369ac8bd-8bae-4984-8e99-4114ffe6b700')",,,-102849.66809,34.538222,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1070.92548,0.051266,313.15,"[0.9, 0.067, 0.033]",6d83e8c4-d48b-440d-ab1e-3b13ef1cee9f,10.1016/j.fluid.2024.114324,313.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '6d83e8c4-d48b-440d-ab1e-3b13ef1cee9f')",1070.92548,0.051266,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1064.45844,0.074955,323.15,"[0.9, 0.067, 0.033]",b0fcb4e3-25de-4322-80ab-4b2d052da857,10.1016/j.fluid.2024.114324,323.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'b0fcb4e3-25de-4322-80ab-4b2d052da857')",1064.45844,0.074955,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1057.68199,0.045113,333.15,"[0.9, 0.067, 0.033]",b5885fef-a003-4f40-9e41-da8557c578b0,10.1016/j.fluid.2024.114324,333.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 333.15, 'b5885fef-a003-4f40-9e41-da8557c578b0')",1057.68199,0.045113,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1050.59759,0.089862,343.15,"[0.9, 0.067, 0.033]",10a8cc25-7114-4944-aeeb-4c5aa5f49624,10.1016/j.fluid.2024.114324,343.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '10a8cc25-7114-4944-aeeb-4c5aa5f49624')",1050.59759,0.089862,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1043.23151,0.096019,353.15,"[0.9, 0.067, 0.033]",99aa0097-47b8-46f2-9025-0190246d5d1b,10.1016/j.fluid.2024.114324,353.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '99aa0097-47b8-46f2-9025-0190246d5d1b')",1043.23151,0.096019,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-310272.16223,10.3309,313.15,"[0.9, 0.067, 0.033]",aeceb62b-4b25-46fb-bdfd-f3e533bcfb88,10.1016/j.fluid.2024.114324,313.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 313.15, 'aeceb62b-4b25-46fb-bdfd-f3e533bcfb88')",,,-310272.16223,10.3309,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-299554.74332,37.445969,323.15,"[0.9, 0.067, 0.033]",5b700c7a-e79c-4500-9391-8962bda4235f,10.1016/j.fluid.2024.114324,323.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '5b700c7a-e79c-4500-9391-8962bda4235f')",,,-299554.74332,37.445969,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-288909.97105,25.23442,333.15,"[0.9, 0.067, 0.033]",090749d1-da77-48a4-925f-3c413e6cba2d,10.1016/j.fluid.2024.114324,333.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '090749d1-da77-48a4-925f-3c413e6cba2d')",,,-288909.97105,25.23442,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-278307.98994,33.186888,343.15,"[0.9, 0.067, 0.033]",6ffefeb7-1d8d-417c-8a91-ef157628ac7d,10.1016/j.fluid.2024.114324,343.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '6ffefeb7-1d8d-417c-8a91-ef157628ac7d')",,,-278307.98994,33.186888,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-267707.99175,24.365881,353.15,"[0.9, 0.067, 0.033]",2d65f8f3-c279-4fd7-b574-8dc0c123e6e9,10.1016/j.fluid.2024.114324,353.15,0.033,100.0,Document_1,2.0,"(0.9, 0.067, 0.033)",0.9,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '2d65f8f3-c279-4fd7-b574-8dc0c123e6e9')",,,-267707.99175,24.365881,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1127.55261,0.12889,313.15,"[0.75, 0.167, 0.083]",280b7bd1-b9cd-4d71-99bb-0d4ce3e07609,10.1016/j.fluid.2024.114324,313.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '280b7bd1-b9cd-4d71-99bb-0d4ce3e07609')",1127.55261,0.12889,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1120.54683,0.093482,323.15,"[0.75, 0.167, 0.083]",21743db7-848d-41ea-8cfe-bcd3e07bd0bf,10.1016/j.fluid.2024.114324,323.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '21743db7-848d-41ea-8cfe-bcd3e07bd0bf')",1120.54683,0.093482,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1113.41862,0.238268,333.15,"[0.75, 0.167, 0.083]",cf24a27e-8be5-484d-b6cd-204bb62d4cef,10.1016/j.fluid.2024.114324,333.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 333.15, 'cf24a27e-8be5-484d-b6cd-204bb62d4cef')",1113.41862,0.238268,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1106.17594,0.028812,343.15,"[0.75, 0.167, 0.083]",d7e0be6f-7dbc-474b-93cd-3561ffb5df31,10.1016/j.fluid.2024.114324,343.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'd7e0be6f-7dbc-474b-93cd-3561ffb5df31')",1106.17594,0.028812,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1098.76805,0.068507,353.15,"[0.75, 0.167, 0.083]",b1402190-7c59-40c4-bc89-a6d2f8a1504b,10.1016/j.fluid.2024.114324,353.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 353.15, 'b1402190-7c59-40c4-bc89-a6d2f8a1504b')",1098.76805,0.068507,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-110592.97882,63.181711,313.15,"[0.75, 0.167, 0.083]",1272d835-2a13-43c2-8b41-d9ec16177026,10.1016/j.fluid.2024.114324,313.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '1272d835-2a13-43c2-8b41-d9ec16177026')",,,-110592.97882,63.181711,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-104427.3024,19.624992,323.15,"[0.75, 0.167, 0.083]",de22c032-6d8b-432b-b4b7-ba84d18097f5,10.1016/j.fluid.2024.114324,323.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'de22c032-6d8b-432b-b4b7-ba84d18097f5')",,,-104427.3024,19.624992,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-98258.75552,35.988704,333.15,"[0.75, 0.167, 0.083]",84b87f9e-d379-4e93-964e-32c8374288b7,10.1016/j.fluid.2024.114324,333.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '84b87f9e-d379-4e93-964e-32c8374288b7')",,,-98258.75552,35.988704,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-92111.77951,27.928604,343.15,"[0.75, 0.167, 0.083]",ee20f63c-1fab-4f76-b436-6bb96c5f33e6,10.1016/j.fluid.2024.114324,343.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'ee20f63c-1fab-4f76-b436-6bb96c5f33e6')",,,-92111.77951,27.928604,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-85942.64791,15.550083,353.15,"[0.75, 0.167, 0.083]",fb98e7e3-dcad-4271-b7bc-4a06a8c96c44,10.1016/j.fluid.2024.114324,353.15,0.083,100.0,Document_1,2.0,"(0.75, 0.167, 0.083)",0.75,"(('Choline Chloride', 'glycerol', 'water'), 353.15, 'fb98e7e3-dcad-4271-b7bc-4a06a8c96c44')",,,-85942.64791,15.550083,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1155.42024,0.269147,313.15,"[0.6, 0.267, 0.133]",0fcfef94-b4dd-4f5d-bd3c-3ba3cf573cdf,10.1016/j.fluid.2024.114324,313.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '0fcfef94-b4dd-4f5d-bd3c-3ba3cf573cdf')",1155.42024,0.269147,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1148.36918,0.144839,323.15,"[0.6, 0.267, 0.133]",e61494ef-5a11-4844-b54d-05966dabaad3,10.1016/j.fluid.2024.114324,323.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'e61494ef-5a11-4844-b54d-05966dabaad3')",1148.36918,0.144839,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1141.13011,0.11942,333.15,"[0.6, 0.267, 0.133]",e6b0d036-3259-4ef5-be6a-03394081e97c,10.1016/j.fluid.2024.114324,333.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 333.15, 'e6b0d036-3259-4ef5-be6a-03394081e97c')",1141.13011,0.11942,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1133.86332,0.053428,343.15,"[0.6, 0.267, 0.133]",fa40abce-3100-4af0-bf99-104fa8923228,10.1016/j.fluid.2024.114324,343.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'fa40abce-3100-4af0-bf99-104fa8923228')",1133.86332,0.053428,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1126.56356,0.070836,353.15,"[0.6, 0.267, 0.133]",5372634a-f573-4091-9b35-b093a7b2f371,10.1016/j.fluid.2024.114324,353.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '5372634a-f573-4091-9b35-b093a7b2f371')",1126.56356,0.070836,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-59217.06973,98.320649,313.15,"[0.6, 0.267, 0.133]",87c742e6-0ae2-4540-80f0-c58df462ba7c,10.1016/j.fluid.2024.114324,313.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '87c742e6-0ae2-4540-80f0-c58df462ba7c')",,,-59217.06973,98.320649,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-54178.00171,32.353558,323.15,"[0.6, 0.267, 0.133]",91d3a9f8-4388-482d-8d01-2106ceeaedf6,10.1016/j.fluid.2024.114324,323.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '91d3a9f8-4388-482d-8d01-2106ceeaedf6')",,,-54178.00171,32.353558,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-49137.09533,8.940642,333.15,"[0.6, 0.267, 0.133]",1bacc816-9715-40b5-96cc-ddd4470d6851,10.1016/j.fluid.2024.114324,333.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '1bacc816-9715-40b5-96cc-ddd4470d6851')",,,-49137.09533,8.940642,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-44144.35066,8.874199,343.15,"[0.6, 0.267, 0.133]",9db673bf-b069-42e6-ba7d-0f6b2c2d2474,10.1016/j.fluid.2024.114324,343.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '9db673bf-b069-42e6-ba7d-0f6b2c2d2474')",,,-44144.35066,8.874199,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-39127.35483,22.357866,353.15,"[0.6, 0.267, 0.133]",d931dffc-296b-4369-a3e5-f41c7854c9f7,10.1016/j.fluid.2024.114324,353.15,0.133,100.0,Document_1,2.0,"(0.6, 0.267, 0.133)",0.6,"(('Choline Chloride', 'glycerol', 'water'), 353.15, 'd931dffc-296b-4369-a3e5-f41c7854c9f7')",,,-39127.35483,22.357866,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1166.60915,0.118896,313.15,"[0.5, 0.333, 0.167]",f0bb95aa-a288-47c0-8feb-1e3b5d56f60a,10.1016/j.fluid.2024.114324,313.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 313.15, 'f0bb95aa-a288-47c0-8feb-1e3b5d56f60a')",1166.60915,0.118896,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1159.39341,0.20665,323.15,"[0.5, 0.333, 0.167]",c8dab4cd-28f0-4ee6-973e-1d6292f50917,10.1016/j.fluid.2024.114324,323.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'c8dab4cd-28f0-4ee6-973e-1d6292f50917')",1159.39341,0.20665,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1152.11798,0.217079,333.15,"[0.5, 0.333, 0.167]",b9d1ccec-de6f-4cd3-9c8a-76597d9253b4,10.1016/j.fluid.2024.114324,333.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 333.15, 'b9d1ccec-de6f-4cd3-9c8a-76597d9253b4')",1152.11798,0.217079,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1144.9509,0.218268,343.15,"[0.5, 0.333, 0.167]",cd5f40ab-316d-470a-bd6b-5edd1a38b064,10.1016/j.fluid.2024.114324,343.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'cd5f40ab-316d-470a-bd6b-5edd1a38b064')",1144.9509,0.218268,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1137.70528,0.206916,353.15,"[0.5, 0.333, 0.167]",10a7d0bd-33a2-4daf-b7ba-578bee48d2f8,10.1016/j.fluid.2024.114324,353.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '10a7d0bd-33a2-4daf-b7ba-578bee48d2f8')",1137.70528,0.206916,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-41818.39383,28.212671,313.15,"[0.5, 0.333, 0.167]",0029d56a-83fb-4802-96a3-35e0b77dba22,10.1016/j.fluid.2024.114324,313.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '0029d56a-83fb-4802-96a3-35e0b77dba22')",,,-41818.39383,28.212671,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-37154.5865,27.970558,323.15,"[0.5, 0.333, 0.167]",6845be4e-f758-4f59-91fb-98b9066334c5,10.1016/j.fluid.2024.114324,323.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 323.15, '6845be4e-f758-4f59-91fb-98b9066334c5')",,,-37154.5865,27.970558,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-32492.0178,21.310546,333.15,"[0.5, 0.333, 0.167]",4edf72a6-5300-4a58-8fe1-2adb97f315ac,10.1016/j.fluid.2024.114324,333.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '4edf72a6-5300-4a58-8fe1-2adb97f315ac')",,,-32492.0178,21.310546,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-27889.45184,49.992345,343.15,"[0.5, 0.333, 0.167]",ae5729ac-a4cf-49fa-9d0d-47c4dd11dcdd,10.1016/j.fluid.2024.114324,343.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 343.15, 'ae5729ac-a4cf-49fa-9d0d-47c4dd11dcdd')",,,-27889.45184,49.992345,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-23256.31635,49.193023,353.15,"[0.5, 0.333, 0.167]",5ffb9f09-22c3-4c95-a5a9-50ce14b065c1,10.1016/j.fluid.2024.114324,353.15,0.167,100.0,Document_1,2.0,"(0.5, 0.333, 0.167)",0.5,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '5ffb9f09-22c3-4c95-a5a9-50ce14b065c1')",,,-23256.31635,49.193023,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1181.06812,0.274281,313.15,"[0.25, 0.5, 0.25]",456a4c45-b79b-413e-a06d-ce3e03231282,10.1016/j.fluid.2024.114324,313.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '456a4c45-b79b-413e-a06d-ce3e03231282')",1181.06812,0.274281,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1174.06977,0.13948,323.15,"[0.25, 0.5, 0.25]",e18fdd8a-592b-4b44-9941-ece032bc58a2,10.1016/j.fluid.2024.114324,323.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'e18fdd8a-592b-4b44-9941-ece032bc58a2')",1174.06977,0.13948,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1167.09217,0.051849,333.15,"[0.25, 0.5, 0.25]",500b466c-4f1d-4927-b66a-211f393b4350,10.1016/j.fluid.2024.114324,333.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '500b466c-4f1d-4927-b66a-211f393b4350')",1167.09217,0.051849,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1160.12625,0.160311,343.15,"[0.25, 0.5, 0.25]",51848391-50c7-45fc-b9ca-4ed8bf259a5a,10.1016/j.fluid.2024.114324,343.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '51848391-50c7-45fc-b9ca-4ed8bf259a5a')",1160.12625,0.160311,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1152.90013,0.227819,353.15,"[0.25, 0.5, 0.25]",b5ed0d6b-3055-4ad0-a16d-9bc8dfcc1ddd,10.1016/j.fluid.2024.114324,353.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 353.15, 'b5ed0d6b-3055-4ad0-a16d-9bc8dfcc1ddd')",1152.90013,0.227819,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-18021.31164,52.81197,313.15,"[0.25, 0.5, 0.25]",99d1aa88-c364-4eef-8d5b-dc3180ac8aad,10.1016/j.fluid.2024.114324,313.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '99d1aa88-c364-4eef-8d5b-dc3180ac8aad')",,,-18021.31164,52.81197,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-13898.1628,40.798658,323.15,"[0.25, 0.5, 0.25]",d2bc0f69-be42-43c6-a0a4-497318a69b21,10.1016/j.fluid.2024.114324,323.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'd2bc0f69-be42-43c6-a0a4-497318a69b21')",,,-13898.1628,40.798658,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-9814.25288,14.713711,333.15,"[0.25, 0.5, 0.25]",337e3562-904b-4a96-a2cd-ecc4e537e9d1,10.1016/j.fluid.2024.114324,333.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 333.15, '337e3562-904b-4a96-a2cd-ecc4e537e9d1')",,,-9814.25288,14.713711,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-5709.54634,29.506805,343.15,"[0.25, 0.5, 0.25]",439572b9-f790-4bd0-bed8-d25aeec016fe,10.1016/j.fluid.2024.114324,343.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 343.15, '439572b9-f790-4bd0-bed8-d25aeec016fe')",,,-5709.54634,29.506805,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",molarEnthalpy,-1609.19569,35.059845,353.15,"[0.25, 0.5, 0.25]",12f66603-a71c-4a16-a57c-45811d73b014,10.1016/j.fluid.2024.114324,353.15,0.25,100.0,Document_1,2.0,"(0.25, 0.5, 0.25)",0.25,"(('Choline Chloride', 'glycerol', 'water'), 353.15, '12f66603-a71c-4a16-a57c-45811d73b014')",,,-1609.19569,35.059845,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1185.41039,0.075711,313.15,"[0.1, 0.6, 0.3]",44fddd49-8726-4b47-898a-9f486d052e8c,10.1016/j.fluid.2024.114324,313.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 313.15, '44fddd49-8726-4b47-898a-9f486d052e8c')",1185.41039,0.075711,,,,,,,,,,,,,,
"['water', 'glycerol', 'Choline Chloride']",density,1178.32086,0.500542,323.15,"[0.1, 0.6, 0.3]",dda96f7b-e005-48ff-b5e5-521f17d801c0,10.1016/j.fluid.2024.114324,323.15,0.3,100.0,Document_1,2.0,"(0.1, 0.6, 0.3)",0.1,"(('Choline Chloride', 'glycerol', 'water'), 323.15, 'dda96f7b-e005-48ff-b5e5-521f17d801c0')",1178.32086,0.500542,,,,,,,,,,,,,,
